language_ID,glottocode,glottolog_name,size,class
p_abuiabui1241,abui1241,Abui,4,siblings
p_achineseachi1257,achi1257,Acehnese,4,siblings
p_adangadan1251,adan1251,Adang,3,siblings
p_agob-ende-kawamagob1244,agob1244,Agob-Ende-Kawam,2,siblings
p_aklanonakla1241,akla1241,Kailibo Aklanon,3,siblings
p_alamblakalam1246,alam1246,Alamblak,6,siblings
p_alanganalan1249,alan1249,Alangan,2,siblings
p_amanabaman1265,aman1265,Amanab,4,siblings
p_ampibabolaujeampi1237,ampi1237,Ampibabo,2,siblings
p_anejomanei1239,anei1239,Aneityum,4,siblings
p_aniwaaniw1237,aniw1237,Aniwa,5,siblings
p_anutaanut1237,anut1237,Anuta,2,siblings
p_arabanaarab1267a,arab1267,Arabana,3,siblings
p_arakiarak1252,arak1252,Araki,4,siblings
p_arearearea1240,area1240,'Are'are,2,siblings
p_ariamoukariamouk1240a,mouk1240,Mouk,3,siblings
p_arosiaros1241,aros1241,Arosi,3,siblings
p_aseraaser1237,aser1237,Asera,2,siblings
p_asfauslanaust1271,aust1271,Auslan,3,siblings
p_atchinatch1238,atch1238,Atchin,2,siblings
p_atoniuabmetouabm1237,uabm1237,Uab Meto,4,siblings
p_attaatta1244,atta1244,Atta,3,siblings
p_auauuu1241,auuu1241,Au,3,siblings
p_avatimeavat1244,avat1244,Avatime,4,siblings
p_avavabangasadialectkatb1237,katb1237,Avava,7,siblings
p_avavakatb1237a,katb1237,Avava,3,siblings
p_avavaniviardialectkatb1237b,katb1237,Avava,4,siblings
p_ayiwoayiw1239,ayiw1239,Äiwoo,4,siblings
p_bacanesemalaybacanbaca1243,baca1243,Bacanese Malay,4,siblings
p_bahonsuaibaho1237,baho1237,Bahonsuai,2,siblings
p_balaesangbala1314,bala1314,Balaesang,2,siblings
p_balangaobala1310,bala1310,Balangao,3,siblings
p_balinesebali1278,bali1278,Balinese,3,siblings
p_banjarbanj1239,banj1239,Banjar,2,siblings
p_bannonibann1247,bann1247,Bannoni,1,siblings
p_barabethanohano1246a,hano1246,Hano,2,siblings
p_bardibard1254,bard1254,Bardic,3,siblings
p_bariokelabitbari1288,bari1288,Bario,1,siblings
p_barokkarubaro1253,baro1253,Barok,2,siblings
p_baruyabaru1267,baru1267,Baruya,3,siblings
p_bataktobabata1289,bata1289,Batak Toba,3,siblings
p_berikberi1254,beri1254,Berik,2,siblings
p_biakbiak1248,biak1248,Biak,4,siblings
p_bierebobier1244,bier1244,Bierebo,3,siblings
p_bignambasbign1238,bign1238,Big Nambas,4,siblings
p_bignambasbign1238a,bign1238,Big Nambas,4,siblings
p_bilibilbilb1241,bilb1241,Bilibil,4,siblings
p_biluabilu1245,bilu1245,Bilua,2,siblings
p_bininjkunwokgunw1252,gunw1252,Bininj Kun-Wok,5,siblings
p_binukidtalaandigbinukidbinu1244,binu1244,Talaandig-Binukid,8,siblings
p_blagarblag1240,blag1240,Blagar,2,siblings
p_boanosulawesiboan1243,boan1243,Boano (Sulawesi),2,siblings
p_bontokbont1247,bont1247,Bontok,3,siblings
p_boungboun1245,boun1245,Bo-Ung,2,siblings
p_brookespointpalawanobroo1239,broo1239,Brooke's Point Palawano,2,siblings
p_bruneisabahmalaymalaysaba1263,saba1263,Sabah Malay,4,siblings
p_buhidbuhi1245,buhi1245,Buhid,2,siblings
p_buinbuin1247,buin1247,Buinic,4,siblings
p_bukatbuka1261,buka1261,Bukat,1,siblings
p_bulibuli1256,buli1256,Buli,3,siblings
p_bunganditjbung1264,bung1264,Bunganditj,6,siblings
p_bungkubung1269,bung1269,Bungku,2,siblings
p_buruindonesiaburu1303,buru1303,Buru (Indonesia),4,siblings
p_butmasturbutm1237,butm1237,Farafi,3,siblings
p_casigurandumagatagtacasi1235,casi1235,Casiguran-Nagtipunan Agta,2,siblings
p_cebuanocebu1242,cebu1242,Cebuano,4,siblings
p_centralcagayanagtacent2084,cent2084,Central Cagayan Agta,4,siblings
p_centralmelanaucent2101,cent2101,Central Melanau,4,siblings
p_centralsamacent2092,cent2092,Central Sama,2,siblings
p_centralsubanensubanungcent2089,cent2089,Central Subanen,1,siblings
p_centraltagbanwacent2090,cent2090,Central Tagbanwa,1,siblings
p_chamarrocham1312,cham1312,Chamorro,2,siblings
p_chavacanochav1241,chav1241,Chavacano,4,siblings
p_chekeholochek1238,chek1238,Cheke Holo,3,siblings
p_chepangchep1245,chep1245,Chepang,4,siblings
p_chuukesetrukesechuu1238,chuu1238,Chuukese,5,siblings
p_cotabatomanobocota1241,cota1241,Cotabato Manobo,5,siblings
p_daakieport1286,port1286,Daakie,3,siblings
p_dadibidadi1250,dadi1250,Dadibi,2,siblings
p_dakakadaka1243,daka1243,Dakaka,4,siblings
p_dalabonngal1292,ngal1292,Ngalkbun,4,siblings
p_dampelasdamp1237,damp1237,Dampelas,2,siblings
p_dehongdeho1238,deho1238,Dehong,4,siblings
p_dehudehu1237,dehu1237,Dehu,4,siblings
p_dharumbaldhar1248a,dhar1248,Dharumbal,4,siblings
p_dhuwaldhuwalayolngudhuw1248,dhuw1248,Dhuwal-Dhuwala,3,siblings
p_diyaridier1241a,dier1241,Dieri,4,siblings
p_djapudhuw1249,dhuw1249,Dhuwal,3,siblings
p_djinangdjin1253a,djin1253,Djinang,6,siblings
p_dobudobu1241,dobu1241,Dobu,1,siblings
p_dondodond1249,dond1249,Dondo,2,siblings
p_doutaidout1240,dout1240,Doutai,4,siblings
p_dunaduna1248,duna1248,Duna,3,siblings
p_dupaninganagatdupa1235,dupa1235,Dupaninan Agta,3,siblings
p_duungidjawuduun1241,duun1241,Duungidjawu,5,siblings
p_dzonghkalhopdzon1239,dzon1239,Dzongkha,4,siblings
p_dzonghkashadzon1239,dzon1239,Dzongkha,4,siblings
p_dzonghkawangwang1287,wang1287,Wang-The,5,siblings
p_eastambaelolovolieast2443,east2443,East Ambae,2,siblings
p_eastfutunaeast2447,east2447,East Futuna,2,siblings
p_eastkaveeast2516,east2516,East Kewa,3,siblings
p_eastkewaeast2516,east2516,East Kewa,3,siblings
p_edopiedop1238,edop1238,Edopi,4,siblings
p_eipomekeipo1242,eipo1242,Eipomek,6,siblings
p_ekariekar1243,ekar1243,Ekari,4,siblings
p_emaemaeemae1237,emae1237,Emae,1,siblings
p_emauemaoislandemau1237,emau1237,Emau,2,siblings
p_endepapuanewguineaende1235,ende1235,Ende (Papua New Guinea),4,siblings
p_englishstan1293,stan1293,English,2,siblings
p_eraveerav1244,erav1244,Erave,3,siblings
p_fijianfiji1243,fiji1243,Fijian,4,siblings
p_foifoii1241,foii1241,Foi,3,siblings
p_forefore1270,fore1270,Fore,5,siblings
p_fortsenalkiaifort1240,fort1240,Kiai,4,siblings
p_futunaaniwafutu1245,futu1245,Futuna-Aniwa,2,siblings
p_gadanggada1258,gada1258,Ga'dang,1,siblings
p_galelagale1259,gale1259,Galela,4,siblings
p_ganegimangane1237,gane1237,Gane,4,siblings
p_ganggalidagang1267,gang1267,Ganggalida,5,siblings
p_gayogayo1244,gayo1244,Gayo,5,siblings
p_gelagela1263,gela1263,Gela,3,siblings
p_germanstan1295,stan1295,German,2,siblings
p_gimigimi1243,gimi1243,Gimi (Eastern Highlands),3,siblings
p_grasskoiarigras1249,gras1249,Grass Koiari,2,siblings
p_guigwigwii1239,gwii1239,/Gwi,3,siblings
p_guuguyimidhirrgugu1255a,gugu1255,Guugu Yimidhirr,4,siblings
p_hanunoohanu1241,hanu1241,Hanunoo,2,siblings
p_hawaiihawa1245,hawa1245,Hawaiian,3,siblings
p_hewahewa1241,hewa1241,Hewa,2,siblings
p_hiligaynonhili1240,hili1240,Hiligaynon,1,siblings
p_hiwhiww1237,hiww1237,Hiw,2,siblings
p_hulihuli1244,huli1244,Huli,3,siblings
p_iauiauu1242,iauu1242,Iau,4,siblings
p_ibaloinabaloiibal1244,ibal1244,Ibaloi,1,siblings
p_ibanagiban1267,iban1267,Ibanag,1,siblings
p_ibaniban1264,iban1264,Iban,1,siblings
p_idaanidaa1241,idaa1241,Ida'an,2,siblings
p_idinucl1597,nucl1597,Idi,2,siblings
p_ifugawifugaoifug1247,ifug1247,Ifugaw,1,siblings
p_iliuuniliu1237,iliu1237,Ili'uun,2,siblings
p_ilokanoilok1237,ilok1237,Iloko,2,siblings
p_imbonguimbo1238,imbo1238,Imbongu,5,siblings
p_inanwatansuaboinan1242,inan1242,Inanwatan,4,siblings
p_indonesianbajauindo1317,indo1317,Indonesian Bajau,2,siblings
p_indonesianindo1316,indo1316,Standard Indonesian,2,siblings
p_irayairay1237,iray1237,Iraya,2,siblings
p_isakakris1246,kris1246,I'saka,5,siblings
p_isirawaisir1237,isir1237,Isirawa,2,siblings
p_isnagisna1241,isna1241,Isnag,2,siblings
p_itbayativat1242,ivat1242,Itbayat,2,siblings
p_itnegbinonganbino1237,bino1237,Binongan Itneg,4,siblings
p_iwamiwam1256,iwam1256,Iwam,4,siblings
p_javanesejava1254,java1254,Javanese,6,siblings
p_jinghpawjing1260,jing1260,Jingpho,2,siblings
p_jinguludjin1251,djin1251,Jingulu,4,siblings
p_kadaikada1286,kada1286,Kadai,2,siblings
p_kalalagawyakala1377,kala1377,Kala Lagaw Ya,2,siblings
p_kalamangkara1499,kara1499,Kalamang,8,siblings
p_kalamkala1397,kala1397,Kalam,3,siblings
p_kalingaahinkayapakalanguyaahin1234,ahin1234,Ahin-Kayapa Kalanguya,2,siblings
p_kamangkama1365,kama1365,Kamang,4,siblings
p_kamanokama1370,kama1370,Kamano,3,siblings
p_kamberakamb1299,kamb1299,Kambera,4,siblings
p_kankanaeykankanaikank1243,kank1243,Kankanaey,2,siblings
p_kapingamarangikapi1249a,kapi1249,Kapingamarangi,2,siblings
p_kashayakash1280,kash1280,Kashaya,4,siblings
p_kaurenaraukaur1271,kaur1271,Kaure-Narau,4,siblings
p_kayardildkaya1318,kaya1318,Kayardild-Yangkaal,5,siblings
p_kemtuikkemt1242,kemt1242,Kemtuik,4,siblings
p_ketengbankete1254,kete1254,Ketengban,3,siblings
p_keyaganakeya1238,keya1238,Keyagana,3,siblings
p_khalkhamongolianmong1331,mong1331,Mongolian,3,siblings
p_kilivilakili1267,kili1267,Kilivila,3,siblings
p_kilmerikilm1241,kilm1241,Kilmeri,6,siblings
p_kimaamakima1246,kima1246,Kimaama,3,siblings
p_kiputkipu1237,kipu1237,Kiput,2,siblings
p_kiramankira1248,kira1248,Kiramang,5,siblings
p_klonkelo1247,kelo1247,Klon,3,siblings
p_kodeohakode1237,kode1237,Kodeoha,2,siblings
p_kogicogu1240,cogu1240,Cogui,4,siblings
p_kombaikomb1274,komb1274,Kombai,3,siblings
p_kombakomb1273,komb1273,Komba,3,siblings
p_komnzokomn1238,komn1238,Kómnjo,2,siblings
p_konawekona1243,kona1243,Konawe,2,siblings
p_korafekora1295,kora1295,Korafe,5,siblings
p_koronikoro1311,koro1311,Koroni,2,siblings
p_korowaikoro1312,koro1312,Korowai,4,siblings
p_kosarekyalekosa1249,kosa1249,Kosarek Yale,3,siblings
p_kriolroperriver,krio1252,Kriol,3,siblings
p_kristangmalaccacreoleportugesemala1533,mala1533,Malacca-Batavia Portuguese Creole,3,siblings
p_kuanuakuan1248,kuan1248,Kuanua,2,siblings
p_kukuyalanjikuku1273,kuku1273,Kuku-Yalanji,4,siblings
p_kulisusukuli1254,kuli1254,Kulisusu,2,siblings
p_kumankuma1280,kuma1280,Kuman,4,siblings
p_kunimaipakuni1267,kuni1267,Kunimaipa,4,siblings
p_kunjenkunj1248,kunj1248,Southwestern Alaya-Athima,4,siblings
p_kuotkuot1243,kuot1243,Kuot,2,siblings
p_kuukuyaukuuk1238,kuuk1238,Kuuku-Ya'u,3,siblings
p_kwaiokwai1243,kwai1243,Kwaio,3,siblings
p_kwamerakwam1252,kwam1252,Kwamera,4,siblings
p_kwomakwom1262,kwom1262,Kwoma,4,siblings
p_kyakakyak1244,kyak1244,Kyaka,3,siblings
p_laiwuilaiw1239,laiw1239,Laiwui,2,siblings
p_lalomeruilalo1239,lalo1239,Lalomerui,2,siblings
p_lamogailamo1244,lamo1244,Lamogai,3,siblings
p_landeweland1259,land1259,Landawe,2,siblings
p_lardillard1243,lard1243,Lardil,3,siblings
p_larevatlare1249,lare1249,Larevat,6,siblings
p_latinlati1261a,lati1261,Latin,2,siblings
p_laujelauj1238,lauj1238,Lauje,2,siblings
p_laulauu1247,lauu1247,Lau,4,siblings
p_lavatburalamusongkonobinlava1239,lava1239,Lavatbura-Lamusong,1,siblings
p_lebanesearabicstan1323,stan1323,Standard Lebanese Arabic,2,siblings
p_lelepalele1267,lele1267,Lelepa,3,siblings
p_lenakellena1238,lena1238,Lenakel,4,siblings
p_letemboirepanbitiplete1241,lete1241,Letemboi-Repanbitip,4,siblings
p_lewolewo1242,lewo1242,Lewo,4,siblings
p_limilnganlimi1242,limi1242,Limilngan-Wulna,3,siblings
p_lisulisu1250a,lisu1250,Lisu,4,siblings
p_lisulisu1250b,lisu1250,Lisu,4,siblings
p_lisulisu1250c,lisu1250,Lisu,4,siblings
p_lisulisu1250d,lisu1250,Lisu,4,siblings
p_lolodalabalolo1264,lolo1264,Loloda-Laba,4,siblings
p_loniuloni1238,loni1238,Loniu,2,siblings
p_lonwolwollonw1238,lonw1238,Lonwolwol,4,siblings
p_lotogalohloto1240,loto1240,Lo-Toga,3,siblings
p_lowergrandvalleydanilowe1415,lowe1415,Lower Grand Valley Dani,4,siblings
p_luangiuaontongjavaonto1237,onto1237,Luangiua,2,siblings
p_luburuakaralubu1242,lubu1242,Luburua,3,siblings
p_maanyanmaan1238,maan1238,Ma'anyan,2,siblings
p_mabaindonesiamaba1278,maba1278,Maba (Indonesia),4,siblings
p_madakkonnosmada1284,mada1284,Madak linkage,2,siblings
p_maduresenucl1460,nucl1460,Madurese,3,siblings
p_mafeamaveamafe1237,mafe1237,Mafea,3,siblings
p_magammaga1262,maga1262,Magam,4,siblings
p_maguindanaomagindonaomoromagu1243,magu1243,Maguindanao,3,siblings
p_mairasinucl1594,nucl1594,Mairasi,2,siblings
p_maklewmakl1246,makl1246,Maklew,2,siblings
p_malganamalg1242a,malg1242,Malgana,2,siblings
p_malimali1284,mali1284,Mali,4,siblings
p_maluabaymalu1245,malu1245,Malua Bay,5,siblings
p_manammana1295,mana1295,Manam,4,siblings
p_manangemana1288,mana1288,Manange,3,siblings
p_mangaiamang1402,mang1402,Mangaia,4,siblings
p_mangarevamang1401,mang1401,Mangareva,4,siblings
p_mangeisobjomang1407,mang1407,Mangei,2,siblings
p_manggaraimang1405,mang1405,Manggarai,4,siblings
p_maorimaor1246,maor1246,Maori,4,siblings
p_maragustapemara1399,mara1399,Maragus,2,siblings
p_maranaolanaomoromara1404,mara1404,Maranao,2,siblings
p_marindnucl1622,nucl1622,Marind,4,siblings
p_marquesasmarq1246,marq1246,Marquesan,4,siblings
p_marra,mara1385,Marra,4,siblings
p_marshallesemars1254,mars1254,Marshallese,2,siblings
p_maskelynesmask1242,mask1242,Maskelynes,2,siblings
p_matukarmatu1261,matu1261,Matukar,3,siblings
p_maybratkaronmaib1239,maib1239,Maybrat-Karon,2,siblings
p_mblafembla1238,mbla1238,Mblafe,3,siblings
p_mekonggameko1237,meko1237,Mekongga,2,siblings
p_melefilaifiramelemele1250,mele1250,Mele-Fila,2,siblings
p_menuimenu1237,menu1237,Menui,2,siblings
p_meriammeri1244,meri1244,Meriam,2,siblings
p_merlavmerl1237,merl1237,Merlav,3,siblings
p_meyahmeya1236,meya1236,Meyah,4,siblings
p_mianimian1254,mian1254,Miani,5,siblings
p_minangkabaumina1268,mina1268,Minangkabau,3,siblings
p_miningirlungamini1251,mini1251,Minigir,3,siblings
p_modolemodo1249,modo1249,Modole,1,siblings
p_momufasfass1245,fass1245,Momu-Fas,4,siblings
p_monimoni1261,moni1261,Moni,4,siblings
p_monoalumono1273,mono1273,Mono-Alu,1,siblings
p_monumbonucl1458,nucl1458,Monumbo,6,siblings
p_morgan1871amazuluamazulukafirzulu1248,zulu1248,Zulu,5,siblings
p_morgan1871anahnelingrosventresofprairiegros1243,gros1243,Gros Ventre,5,siblings
p_morgan1871arikaraarickareearik1262,arik1262,Arikara,4,siblings
p_morgan1871assiniboineasiniboineassi1247,assi1247,Assiniboine,7,siblings
p_morgan1871baffininuktituteskimonorthumberlandinletbaff1241,baff1241,Baffin Inuktitut,6,siblings
p_morgan1871bengalibeng1280,beng1280,Bengali,5,siblings
p_morgan1871bloodsiksikabloodblackfootbloo1239,bloo1239,Blood,4,siblings
p_morgan1871burmeseburm1266,burm1266,Burmish,7,siblings
p_morgan1871canaresenucl1305,nucl1305,Kannada,5,siblings
p_morgan1871cayugacayu1261,cayu1261,Cayuga,4,siblings
p_morgan1871cherokeecher1273,cher1273,Cherokee,4,siblings
p_morgan1871chibchanewgranadachib1270,chib1270,Chibcha,5,siblings
p_morgan1871chickasachic1270,chic1270,Chickasaw,5,siblings
p_morgan1871chinesesini1245,sini1245,Sinitic,4,siblings
p_morgan1871choctaw1choc1276,choc1276,Choctaw,5,siblings
p_morgan1871choctaw2choc1276,choc1276,Choctaw,5,siblings
p_morgan1871creekcree1270,cree1270,Creek,6,siblings
p_morgan1871creeofthelowlandscree1272,cree1272,Cree,3,siblings
p_morgan1871crowcrow1244,crow1244,Crow,7,siblings
p_morgan1871dakotablackfootlako1247,lako1247,Lakota,7,siblings
p_morgan1871dakotabrulebrul1239,brul1239,Brulé,7,siblings
p_morgan1871dakotaisauntiedako1258,dako1258,Dakota,7,siblings
p_morgan1871dakotaogalallalako1247,lako1247,Lakota,8,siblings
p_morgan1871dakotasissetondako1258,dako1258,Dakota,8,siblings
p_morgan1871dakotauncpapalako1247,lako1247,Lakota,7,siblings
p_morgan1871dakotayanktonaisdako1258,dako1258,Dakota,7,siblings
p_morgan1871dakotayanktondako1258,dako1258,Dakota,7,siblings
p_morgan1871delawarecomm1246,comm1246,Common Delaware,3,siblings
p_morgan1871etchemiuormalisetemale1293,male1293,Malecite,3,siblings
p_morgan1871grandpawneepawn1254,pawn1254,Pawnee,5,siblings
p_morgan1871gujaratiguja1252,guja1252,Gujarati,3,siblings
p_morgan1871hareindiansortanatinnehare1243,hare1243,Slaveyic,4,siblings
p_morgan1871hawaiianhawa1245,hawa1245,Hawaiian,8,siblings
p_morgan1871hindihind1269,hind1269,Hindi,4,siblings
p_morgan1871iowaiowa1245,iowa1245,Iowa-Oto,7,siblings
p_morgan1871japanesejapa1256,japa1256,Japanesic,4,siblings
p_morgan1871kalaallisuteskimogreenlandkala1399,kala1399,Kalaallisut,8,siblings
p_morgan1871karenkare1337,kare1337,Karenic,5,siblings
p_morgan1871karenpwodialectpwoo1239,pwoo1239,Pwo,5,siblings
p_morgan1871karensgaudialectsgaw1245,sgaw1245,S'gaw Karen,4,siblings
p_morgan1871kaskaskiaalgo1255,algo1255,Algonquin,3,siblings
p_morgan1871kawkans1243,kans1243,Kansa,7,siblings
p_morgan1871kickapookikapookick1244,kick1244,Kickapoo,6,siblings
p_morgan1871kingsmillislandsgilb1244,gilb1244,Gilbertese,6,siblings
p_morgan1871kootenaykute1249,kute1249,Kutenai,5,siblings
p_morgan1871kusaienkosr1238,kosr1238,Kosraean,4,siblings
p_morgan1871kutchinorlouchieuxgwic1235,gwic1235,Gwich'in,4,siblings
p_morgan1871lagunawest2632,west2632,Western Keres,4,siblings
p_morgan1871mandanmand1446,mand1446,Mandan,4,siblings
p_morgan1871maorimaor1246,maor1246,Maori,7,siblings
p_morgan1871marathimara1378,mara1378,Marathi,4,siblings
p_morgan1871menominemeno1252,meno1252,Menominee,3,siblings
p_morgan1871miamimiam1252,miam1252,Miami,4,siblings
p_morgan1871miemacmikm1235,mikm1235,Mi'kmaq,5,siblings
p_morgan1871minnitareehida1246,hida1246,Hidatsa,6,siblings
p_morgan1871mohawkmoha1258,moha1258,Mohawk,5,siblings
p_morgan1871moheganmohe1244,mohe1244,Mohegan-Montauk-Narragansett,4,siblings
p_morgan1871mountaincherokeecher1273,cher1273,Cherokee,7,siblings
p_morgan1871munseemuns1251,muns1251,Munsee,6,siblings
p_morgan1871ojibwakansasojib1241,ojib1241,Ojibwa,3,siblings
p_morgan1871ojibwalakehuronojib1241,ojib1241,Ojibwa,4,siblings
p_morgan1871ojibwalakemichiganuppe1274,uppe1274,Upper Michigan-Wisconsin Chippewa,4,siblings
p_morgan1871ojibwalakesuperiorojib1241,ojib1241,Ojibwa,4,siblings
p_morgan1871okinakenokan1243,okan1243,Okanagan,6,siblings
p_morgan1871omahaomah1247,omah1247,Omaha-Ponca,8,siblings
p_morgan1871oneidaonei1249,onei1249,Oneida,5,siblings
p_morgan1871onondagaonon1246,onon1246,Onondaga,4,siblings
p_morgan1871osageosag1243,osag1243,Osage,5,siblings
p_morgan1871otoeotoo1241,otoo1241,Oto,7,siblings
p_morgan1871ottawaotawaotta1242,otta1242,Ottawa,3,siblings
p_morgan1871peoriapeor1238,peor1238,Peoria,4,siblings
p_morgan1871pianeshawmiam1252,miam1252,Miami,4,siblings
p_morgan1871piegansiksikapieganblackfootpieg1239,pieg1239,Piegan,4,siblings
p_morgan1871plainscreecreeoftheprairieplai1258,plai1258,Plains Cree,4,siblings
p_morgan1871potawatomipotawattamiepota1247,pota1247,Potawatomi,4,siblings
p_morgan1871punkaponc1241,ponc1241,Ponca,7,siblings
p_morgan1871redknifeortalsoteenadogr1252,dogr1252,Dogrib,4,siblings
p_morgan1871republicanpawneepawn1254,pawn1254,Pawnee,4,siblings
p_morgan1871sawkandfoxmesk1242,mesk1242,Meskwaki,3,siblings
p_morgan1871senecasene1264,sene1264,Seneca,4,siblings
p_morgan1871shawneeshaw1249,shaw1249,Shawnee,3,siblings
p_morgan1871shiyanchey1247,chey1247,Cheyenne,3,siblings
p_morgan1871slavelakeindiansorachaotinneslav1253,slav1253,Slave,4,siblings
p_morgan1871spokanespok1245,spok1245,Spokane,6,siblings
p_morgan1871tabascochontalchontaltabascotaba1266,taba1266,Tabasco Chontal,4,siblings
p_morgan1871tamiltami1289,tami1289,Tamil,6,siblings
p_morgan1871telugutelu1262,telu1262,Telugu,4,siblings
p_morgan1871tesuquetesu1245,tesu1245,Tesuque,3,siblings
p_morgan1871tukuthegwic1235,gwic1235,Gwich'in,5,siblings
p_morgan1871tuscaroratusc1257,tusc1257,Tuscarora,3,siblings
p_morgan1871twomountainiroquioslaur1250,laur1250,Laurentian,4,siblings
p_morgan1871utahstabegwachesutes1238,utes1238,Ute-Southern Paiute,7,siblings
p_morgan1871weawnucl1653,nucl1653,Nuclear Miami,3,siblings
p_morgan1871westerncanadianinuktituteskimowestofhudsonsbaywest2618,west2618,Western Canadian Inuktitut,4,siblings
p_morgan1871winnebagoewinn1245,winn1245,Winnebago-Chiwere,6,siblings
p_morgan1871woodscreecreeofthewoodswood1236,wood1236,Woods Cree,3,siblings
p_morgan1871wyandotewyan1247,wyan1247,Huron-Wyandot,4,siblings
p_morgan1871yakamayaki1237,yaki1237,Northwest Sahaptin,6,siblings
p_moriatasmori1269,mori1269,Mori Atas,2,siblings
p_moribawahmori1268,mori1268,Mori Bawah,2,siblings
p_moronenemoro1287,moro1287,Moronene,2,siblings
p_mortlockesemort1237,mort1237,Mortlockese,2,siblings
p_motamota1237,mota1237,Mota,3,siblings
p_motumotu1246,motu1246,Motu,3,siblings
p_moukmouk1240,mouk1240,Mouk,3,siblings
p_muduapavitumudu1242,mudu1242,Muduapa,2,siblings
p_munamuna1247,muna1247,Muna,4,siblings
p_munggavarennellmung1271,mung1271,Munggava,4,siblings
p_mungikibellonamung1270,mung1270,Mungiki,2,siblings
p_murrinhpathamurr1258,murr1258,Murriny Patha,2,siblings
p_mussauemiramuss1246,muss1246,Mussau-Emira,2,siblings
p_mwotlapmotl1237,motl1237,Mwotlap,2,siblings
p_naasioinaas1242,naas1242,Naasioi,4,siblings
p_nafsansout2856,sout2856,South Efate,7,siblings
p_nagenage1237,nage1237,Nage,4,siblings
p_nahavaqsout2857,sout2857,Nahavaq,5,siblings
p_nakanainaka1262,naka1262,Nakanai,2,siblings
p_naliklukuramaunali1244,nali1244,Nalik,2,siblings
p_nalikmadinanali1244b,nali1244,Nalik,3,siblings
p_namakuranama1268,nama1268,Namakura,2,siblings
p_namakuranama1268b,nama1268,Namakura,4,siblings
p_namanama1266,nama1266,Nama (Papua New Guinea),2,siblings
p_namanlitz1237,litz1237,Naman,6,siblings
p_nambonamb1293,namb1293,Nambo,4,siblings
p_nanggunang1262,nang1262,Nanggu,4,siblings
p_nehanneha1247,neha1247,Nehan,3,siblings
p_nemeneme1244,neme1244,Neme,2,siblings
p_nengoneneng1238,neng1238,Nengone,4,siblings
p_nennenn1238,nenn1238,Nen,4,siblings
p_nesenese1235,nese1235,Nese,3,siblings
p_neveeivinm1237,vinm1237,Neve'ei,4,siblings
p_neveeivinm1237a,vinm1237,Neve'ei,1,siblings
p_neververling1265,ling1265,Neverver,3,siblings
p_ngunangun1274,ngun1274,Nguna,2,siblings
p_nimborannucl1633,nucl1633,Nimboran,4,siblings
p_niuafoouniua1240,niua1240,Niuafo'ou,3,siblings
p_niueniue1239,niue1239,Niuean,8,siblings
p_northambrymnort2839,nort2839,North Ambrym,2,siblings
p_northefatengunanakanamanganort2836,nort2836,North Efate,2,siblings
p_northmuyunort2916,nort2916,North Muyu,3,siblings
p_northtannanort2847,nort2847,North Tanna,4,siblings
p_numbaminumb1247,numb1247,Numbami,6,siblings
p_nyawayginyaw1247,nyaw1247,Nyawaygi,4,siblings
p_nyulnyulnyul1247,nyul1247,Nyulnyul,3,siblings
p_olalolal1237,olal1237,Olal,2,siblings
p_oldraparaparapa1245,rapa1245,Mangaia-Old Rapa,4,siblings
p_onobasuluonob1238,onob1238,Onobasulu,3,siblings
p_owasantaanaowaa1237,owaa1237,Owa,7,siblings
p_pacohpaco1243,paco1243,Pacoh,3,siblings
p_padoepado1242,pado1242,Padoe,2,siblings
p_pagupagu1249,pagu1249,Pagu,2,siblings
p_paicipaic1239,paic1239,Paicî,8,siblings
p_paiwanpaiw1248,paiw1248,Paiwan,1,siblings
p_palauanpala1344,pala1344,Palauan,3,siblings
p_paluaibalu1257,balu1257,Paluai,4,siblings
p_pamapaamanesepaam1238,paam1238,Paama,5,siblings
p_pampangakampampanganpamp1243,pamp1243,Pampanga,2,siblings
p_pangasinanpang1290,pang1290,Pangasinan,1,siblings
p_patanipata1260,pata1260,Patani,4,siblings
p_pendaupend1242,pend1242,Pendau,2,siblings
p_penrhyntongarevapenr1237,penr1237,Māngarongaro,5,siblings
p_petapatajetaje1237a,taje1237,Taje,2,siblings
p_pohnpeianpohn1238,pohn1238,Pohnpeian,2,siblings
p_pohnpeianpohn1238a,pohn1238,Pohnpeian,2,siblings
p_portsandwichport1285,port1285,Port Sandwich,3,siblings
p_prakaaprak1243,prak1243,Prakaa,3,siblings
p_protooceanicocea1241,ocea1241,Oceanic,4,siblings
p_pukapukapuka1242,puka1242,Pukapuka,6,siblings
p_puluwatesepuluwatpulu1242,pulu1242,Puluwatese,2,siblings
p_raderhaderade1240,rade1240,Rade,5,siblings
p_ragahanohano1246,hano1246,Hano,4,siblings
p_ragahanothomasenneverhano1246b,hano1246,Hano,2,siblings
p_rahambuuraha1237,raha1237,Rahambuu,2,siblings
p_rakahangamanihikiraka1237,raka1237,Rakahanga-Manihiki,4,siblings
p_rangioranwtuamotustuam1242,tuam1242,Tuamotuan,4,siblings
p_rapanuieasterislandrapa1244,rapa1244,Rapanui,7,siblings
p_rarotongancookislandsmaoriraro1241,raro1241,Southern Cook Island Maori,4,siblings
p_ratagnonrata1245,rata1245,Ratagnon,2,siblings
p_rejangrejangesereja1240,reja1240,Rejang,2,siblings
