language_ID,glottocode,glottolog_name,size,class
v_gogogogo1263,gogo1263,Gogo,2,grandparents
v_gondigond1265,gond1265,Gondi,1,grandparents
v_gothicgoth1244,goth1244,Gothic,1,grandparents
v_guajaguaj1256,guaj1256,Guajá,2,grandparents
v_guarayuguar1292,guar1292,Guarayu,2,grandparents
v_guarijiohuar1255,huar1255,Huarijio,4,grandparents
v_gujaratiguja1252,guja1252,Gujarati,5,grandparents
v_gumatjguma1253,guma1253,Gumatj,3,grandparents
v_gumbaynggirkumb1268,kumb1268,Kumbainggar,4,grandparents
v_gununakunepuel1244,puel1244,Puelche,2,grandparents
v_gunyaguny1241,guny1241,Gunya,4,grandparents
v_gupapuyngugupa1247,gupa1247,Gupapuyngu,5,grandparents
v_gurindjiguri1247,guri1247,Gurindji,4,grandparents
v_gusiigusi1247,gusi1247,Gusii,2,grandparents
v_guuguyimidhirrgugu1255,gugu1255,Guugu Yimidhirr,5,grandparents
v_hahaaa1252,haaa1252,Ha,2,grandparents
v_hamtaihamt1247,hamt1247,Hamtai,2,grandparents
v_hapororanhita1242,hita1242,Hitau-Pororan,1,grandparents
v_hausahaus1257,haus1257,Hausa,1,grandparents
v_hawaiianshawa1245,hawa1245,Hawaiian,3,grandparents
v_hayahaya1250,haya1250,Haya,2,grandparents
v_hehehehe1240,hehe1240,Hehe,2,grandparents
v_hererohere1253,here1253,Herero,2,grandparents
v_highlandpueblanahuatlhigh1278,high1278,Highland Puebla Nahuatl,2,grandparents
v_hillmariwest2392,west2392,Western Mari,3,grandparents
v_hindihind1269,hind1269,Hindi,4,grandparents
v_hinuqhinu1240,hinu1240,Hinuq,2,grandparents
v_hittitehitt1242,hitt1242,Hittite,2,grandparents
v_hopihopi1249,hopi1249,Hopi,2,grandparents
v_hotiyuwanayuwa1244,yuwa1244,Hoti,2,grandparents
v_huicholhuic1243,huic1243,Huichol,3,grandparents
v_hungarianhung1274,hung1274,Hungarian,2,grandparents
v_hunzahunz1248,hunz1248,Hunza,1,grandparents
v_hunzibhunz1247,hunz1247,Hunzib,2,grandparents
v_hupahupa1239,hupa1239,Hupa-Chilula,4,grandparents
v_icelandicicel1247,icel1247,Icelandic,6,grandparents
v_ifaluknuclearwoleaiannucl1479,nucl1479,Nuclear Woleaian,4,grandparents
v_igbonucl1417,nucl1417,Igbo,7,grandparents
v_ignacianoigna1246,igna1246,Ignaciano,2,grandparents
v_ingrianingr1248,ingr1248,Ingrian,3,grandparents
v_ingushingu1240,ingu1240,Ingush,2,grandparents
v_inxokvariinxo1238,inxo1238,Inxokvari,2,grandparents
v_irishiris1253,iris1253,Irish,2,grandparents
v_italianital1282,ital1282,Italian,2,grandparents
v_itonamaiton1250,iton1250,Itonama,2,grandparents
v_iyojwajachoroteiyoj1235,iyoj1235,Iyojwa'ja Chorote,2,grandparents
v_jamaicancreolejama1262,jama1262,Jamaican Creole English,2,grandparents
v_japanesenucl1643,nucl1643,Japanese,2,grandparents
v_jarujaru1254,jaru1254,Jaru,6,grandparents
v_jicarillajica1244,jica1244,Jicarilla Apache,2,grandparents
v_judeotatjude1256,jude1256,Judeo-Tat,4,grandparents
v_jurunajuru1256,juru1256,Jurúna,2,grandparents
v_kadarkada1242,kada1242,Kadar,2,grandparents
v_kagulukagu1239,kagu1239,Kagulu,2,grandparents
v_kaiwakaiw1246,kaiw1246,Kaiwá,2,grandparents
v_kalkatungukalk1246,kalk1246,Kalkutung,4,grandparents
v_kamayurakama1373,kama1373,Kamayurá,2,grandparents
v_kambakamb1297,kamb1297,Kamba (Kenya),2,grandparents
v_kankanaynort2877,nort2877,Northern Kankanay,2,grandparents
v_kaondekaon1241,kaon1241,Kaonde,1,grandparents
v_kapingamarangikapi1249,kapi1249,Kapingamarangi,2,grandparents
v_karajarrikara1476,kara1476,Karadjeri,4,grandparents
v_karitianakari1311,kari1311,Karitiâna,2,grandparents
v_kariyarrakari1304,kari1304,Kariyarra,4,grandparents
v_karokkaro1304,karo1304,Karok,3,grandparents
v_kartujarrakart1247,kart1247,Kartujarra,2,grandparents
v_kashmirikash1277,kash1277,Kashmiri,2,grandparents
v_kaurnakaur1267,kaur1267,Kaurna,4,grandparents
v_kawaiisukawa1283,kawa1283,Kawaiisu,4,grandparents
v_kayabikaya1329,kaya1329,Kayabí,2,grandparents
v_kazakhkaza1248,kaza1248,Kazakh,2,grandparents
v_kazymberezoversuryskarerkhantykhan1273,khan1273,Kazym-Berezover-Suryskarer Khanty,2,grandparents
v_kazymkhantynort2672,nort2672,Kazym Khanty,4,grandparents
v_kerewekere1283,kere1283,Kerewe,2,grandparents
v_ketkett1243,kett1243,Ket,3,grandparents
v_kikuyukiku1240,kiku1240,Kikuyu,2,grandparents
v_kodavakoda1255,koda1255,Kodava,2,grandparents
v_kodikodi1247,kodi1247,Kodi-Gaura,2,grandparents
v_komizyriankomi1268,komi1268,Komi-Zyrian,6,grandparents
v_komkomc1235,komc1235,Kom (Cameroon),5,grandparents
v_komodrckomo1260,komo1260,Komo (Democratic Republic of Congo),1,grandparents
v_korafeyeghakora1294,kora1294,Korafe-Yegha,2,grandparents
v_koreankore1280,kore1280,Korean,4,grandparents
v_kotakota1274,kota1274,Kota (Gabon),1,grandparents
v_koyakoya1251,koya1251,Koya,4,grandparents
v_kuikuii1252,kuii1252,Kui (India),4,grandparents
v_kukatjakuka1246,kuka1246,Kukatja,6,grandparents
v_kukuyalanjikuku1273,kuku1273,Kuku-Yalanji,4,grandparents
v_kumaonikuma1273,kuma1273,Kumaoni,2,grandparents
v_kumykkumy1244,kumy1244,Kumyk,2,grandparents
v_kungjuho1239,juho1239,South-Eastern Ju,2,grandparents
v_kurukhkuru1302,kuru1302,Indian Kurux,2,grandparents
v_kuvikuvi1243,kuvi1243,Kuvi,2,grandparents
v_kwasiokwas1243,kwas1243,Kwasio,1,grandparents
v_kwerekwer1261,kwer1261,Kwere,2,grandparents
v_lahndalahn1241,lahn1241,Lahnda,4,grandparents
v_lalabisalala1264,lala1264,Lala-Bisa,1,grandparents
v_lalalala1268,lala1268,Lala,1,grandparents
v_lambalamb1271,lamb1271,Lamba,1,grandparents
v_langilang1320,lang1320,Langi,2,grandparents
v_latinlati1261,lati1261,Latin,2,grandparents
v_latvianlatv1249,latv1249,Latvian,7,grandparents
v_laufijianlaua1243,laua1243,Lauan,2,grandparents
v_lengualeng1262,leng1262,Lengua,2,grandparents
v_lingalaling1263,ling1263,Kinshasa Lingala,3,grandparents
v_lipanapachelipa1241,lipa1241,Lipan Apache,2,grandparents
v_lithuanianlith1251,lith1251,Lithuanian,3,grandparents
v_livonianlivv1244,livv1244,Liv,5,grandparents
v_lozilozi1239,lozi1239,Lozi,1,grandparents
v_lubakatangaluba1250,luba1250,Luba-Katanga,1,grandparents
v_lubalulualuba1249,luba1249,Luba-Lulua,1,grandparents
v_lubuagankalingalubu1243,lubu1243,Lubuagan Kalinga,2,grandparents
v_lugurulugu1238,lugu1238,Luguru,2,grandparents
v_luisenoluis1253,luis1253,Luiseno-Juaneño,6,grandparents
v_lundalund1266,lund1266,Lunda,1,grandparents
v_luvaleluva1239,luva1239,Luvale,1,grandparents
v_luxembourgishluxe1241,luxe1241,Moselle Franconian,2,grandparents
v_macamaca1260,maca1260,Maca,2,grandparents
v_macedonianmace1250,mace1250,Macedonian,2,grandparents
v_macushimacu1259,macu1259,Macushi,2,grandparents
v_magyarhung1274,hung1274,Hungarian,2,grandparents
v_mahasupaharimaha1287,maha1287,Mahasu Pahari,2,grandparents
v_maisinmais1250,mais1250,Maisin,1,grandparents
v_maithilimait1250,mait1250,Maithili,6,grandparents
v_makondemako1251,mako1251,Makonde,2,grandparents
v_malapandarammala1468,mala1468,Malapandaram,4,grandparents
v_malayalammala1464,mala1464,Malayalam,3,grandparents
v_mandarinchinamand1415,mand1415,Mandarin Chinese,4,grandparents
v_mangarevansmang1401,mang1401,Mangareva,1,grandparents
v_mansimans1258,mans1258,Northern Mansi,2,grandparents
v_maorimaor1246,maor1246,Maori,2,grandparents
v_mapudungunmapu1245,mapu1245,Mapudungun,2,grandparents
v_marathimara1378,mara1378,Marathi,2,grandparents
v_marganymarg1253,marg1253,Margany,5,grandparents
v_marieast2328,east2328,Eastern Mari,2,grandparents
v_martuwangkamart1256,mart1256,Martu Wangka,2,grandparents
v_marwariindiamarw1260,marw1260,Marwari (India),4,grandparents
v_masaabamasa1299,masa1299,Masaaba,2,grandparents
v_mashcopiromash1270,mash1270,Mashco Piro,2,grandparents
v_mattolematt1238,matt1238,Mattole-Bear River,1,grandparents
v_mayomayo1264,mayo1264,Mayo,1,grandparents
v_mbalambal1257,mbal1257,Mbala,1,grandparents
v_mberember1257,mber1257,Mbere-Mbamba,1,grandparents
v_mbyaguaranimbya1239,mbya1239,Mbyá Guaraní,1,grandparents
v_meadowmarigras1239,gras1239,Grassland Mari,4,grandparents
v_melpamelp1238,melp1238,Melpa,2,grandparents
v_menyameny1245,meny1245,Menya,2,grandparents
v_merumeru1245,meru1245,Meru,1,grandparents
v_middleenglishmidd1317,midd1317,Middle English,2,grandparents
v_middlehighgermanmidd1343,midd1343,Middle High German,2,grandparents
v_midobmido1240,mido1240,Midob,2,grandparents
v_misimapaneatimisi1243,misi1243,Misima-Paneati,1,grandparents
v_mocovimoco1246,moco1246,Mocoví,2,grandparents
v_moderngreekmode1248,mode1248,Modern Greek,2,grandparents
v_modernwelshwels1247,wels1247,Welsh,2,grandparents
v_mokpwemokp1239,mokp1239,Mokpwe,3,grandparents
v_mokshamordvinmoks1248,moks1248,Moksha,4,grandparents
v_mongomong1338,mong1338,Mongo,1,grandparents
v_monomono1275,mono1275,Mono (USA),4,grandparents
v_mosetenchimanemose1249,mose1249,Mosetén-Chimané,2,grandparents
v_movimamovi1243,movi1243,Movima,1,grandparents
v_mudburramudb1240,mudb1240,Mudburra,4,grandparents
v_muiscachibchachib1270,chib1270,Chibcha,2,grandparents
v_mundurukumund1330,mund1330,Mundurukú,7,grandparents
v_mungakamung1266,mung1266,Mungaka,2,grandparents
v_muruwarimuru1266,muru1266,Muruwari,3,grandparents
v_myenemyen1241,myen1241,Myene,3,grandparents
v_navajonava1243,nava1243,Navajo,3,grandparents
v_negerhollandsnege1244,nege1244,Negerhollands,2,grandparents
v_nepalinepa1254,nepa1254,Nepali,6,grandparents
v_nets1241,nets1241,Natsilingmiutut,2,grandparents
v_nevomepima1248b,pima1248,Pima Bajo,2,grandparents
v_ngaanyatjarrangaa1240,ngaa1240,Ngaanyatjarra,2,grandparents
v_ngaatjatjarrangaa1240,ngaa1240,Ngaanyatjarra,3,grandparents
v_ngadjumayangad1258,ngad1258,Ngadjunmaya,4,grandparents
v_nganasanngan1291,ngan1291,Nganasan,2,grandparents
v_ngarinymanngar1235,ngar1235,Ngarinman,4,grandparents
v_ngarlumangar1287,ngar1287,Ngarluma,5,grandparents
v_ngiyambaawang1291,wang1291,Ngiyambaa,4,grandparents
v_ngoningon1269,ngon1269,Tanzania-Mozambique Ngoni,1,grandparents
v_ngulungul1246,ngul1246,Ngulu,2,grandparents
v_ninamnina1238,nina1238,Ninam,2,grandparents
v_niueansniue1239,niue1239,Niuean,1,grandparents
v_nivacleniva1238,niva1238,Nivaclé,2,grandparents
v_njebinjeb1242,njeb1242,Njebi,1,grandparents
v_nogainoga1249,noga1249,Nogai,2,grandparents
v_nort2944,nort2944,North Slope Inupiatun,2,grandparents
v_northazerbaijaninort2697,nort2697,North Azerbaijani,2,grandparents
v_northeasternmaidunort2952,nort2952,Northeast Maidu,4,grandparents
v_northernemberanort2972,nort2972,Northern Emberá,2,grandparents
v_northerngondinort2702,nort2702,Northern Gondi,2,grandparents
v_northernhaidanort2938,nort2938,Northern Haida,2,grandparents
v_northernkurdishnort2641,nort2641,Northern Kurdish,2,grandparents
v_northernojibwanort2961,nort2961,Northwestern Ojibwa,2,grandparents
v_northernpaiutenort2954,nort2954,Northern Paiute,3,grandparents
v_northernpomonort2966,nort2966,Northern Pomo,4,grandparents
v_northernsaminort2671,nort2671,North Saami,2,grandparents
v_northerntepehuannort2959,nort2959,Northern Tepehuan,3,grandparents
v_northmarquesannort2845,nort2845,North Marquesan,2,grandparents
v_northnorthernpaiutenort1551,nort1551,North Northern Paiute,4,grandparents
v_northsaaminort2671,nort2671,North Saami,2,grandparents
v_northwesternmaidunort2951,nort2951,Northwest Maidu,4,grandparents
v_norwegianbokmalnorw1259,norw1259,Norwegian Bokmål,2,grandparents
v_nsongsong1299,song1299,Nsong-Mpiin,1,grandparents
v_nuuchahnulthnuuc1236,nuuc1236,Nuu-chah-nulth,1,grandparents
v_nyakyusanyak1260,nyak1260,Nyakyusa-Ngonde,3,grandparents
v_nyamalnyam1271,nyam1271,Nyamal,4,grandparents
v_nyangumartanyan1301,nyan1301,Nyangumarta,4,grandparents
v_nyoronyor1246,nyor1246,Nyoro,2,grandparents
v_oduoduu1239,oduu1239,O'du,3,grandparents
v_oksapminoksa1245,oksa1245,Oksapmin,1,grandparents
v_oldaramaicolda1245,olda1245,Old Aramaic-Sam'alian,2,grandparents
v_oldchurchslavonicchur1257,chur1257,Church Slavic,2,grandparents
v_oldenglishca4501100olde1238,olde1238,Old English (ca. 450-1100),2,grandparents
v_oldhighgermanca7501050oldh1241,oldh1241,Old High German (ca. 750-1050),2,grandparents
v_oldirisholdi1245,oldi1245,Early Irish,2,grandparents
v_oldnorseoldn1244,oldn1244,Old Norse,6,grandparents
v_oldprussianprus1238,prus1238,Old Prussian,2,grandparents
v_oldwelsholdw1239,oldw1239,Old-Middle Welsh,2,grandparents
v_ontongjavaonto1237,onto1237,Luangiua,1,grandparents
v_opataopat1246,opat1246,Teguima,4,grandparents
v_oriyaoriy1255,oriy1255,Odia,4,grandparents
v_orokoloorok1267,orok1267,Orokolo,1,grandparents
v_ossetianosse1243,osse1243,Modern Ossetic,3,grandparents
v_ottowaojibwaotta1242,otta1242,Ottawa,2,grandparents
v_paakantyidarl1243,darl1243,Paakantyi,5,grandparents
v_paezpaez1247,paez1247,Páez,2,grandparents
v_paliyanpali1274,pali1274,Paliyan,2,grandparents
v_panareenap1235,enap1235,Panare,2,grandparents
v_panjabipanj1256,panj1256,Eastern Panjabi,4,grandparents
v_paraguayanguaranipara1311,para1311,Paraguayan Guaraní,2,grandparents
v_parakanapara1312,para1312,Parakanã,2,grandparents
v_pashtopash1269,pash1269,Pashto,2,grandparents
v_pausernapaus1244,paus1244,Warázu,2,grandparents
v_payungubayu1240,bayu1240,Bayungu,4,grandparents
v_phendephen1239,phen1239,Phende,1,grandparents
v_pilagapila1245,pila1245,Pilagá,2,grandparents
v_pimadeyepachicchih1238,chih1238,Chihuahua Pima Bajo,2,grandparents
v_pinjipinj1243,pinj1243,Pinji,3,grandparents
v_pintupiluritjapint1250,pint1250,Pintupi-Luritja,2,grandparents
v_pitjantjatjarapitj1243,pitj1243,Pitjantjatjara,2,grandparents
v_pittapittapitt1247,pitt1247,Pitta Pitta,6,grandparents
v_pokomopoko1261,poko1261,Pokomo,2,grandparents
v_polcipolc1243,polc1243,Pesse,1,grandparents
v_polishpoli1260,poli1260,Polish,2,grandparents
v_portugueseport1283,port1283,Portuguese,2,grandparents
v_praiphai1238,phai1238,Prai,2,grandparents
v_prototupiguaranitupi1276,tupi1276,NA,2,grandparents
v_puinavepuin1248,puin1248,Puinave,2,grandparents
v_pumepume1238,pume1238,Pumé,2,grandparents
v_punupunu1239,punu1239,Punu,1,grandparents
v_puyumapuyu1239,puyu1239,Puyuma,1,grandparents
v_qawasquarqawa1238,qawa1238,Qawasqar,2,grandparents
v_quechanquec1382,quec1382,Quechan,4,grandparents
v_raroianstuam1242,tuam1242,Tuamotuan,1,grandparents
v_rennellislandersrenn1242,renn1242,Rennell-Bellona,1,grandparents
v_ritharrngurita1239,rita1239,Ritarungo,5,grandparents
v_romanianroma1327,roma1327,Romanian,2,grandparents
v_rotinesetermanuterm1237,term1237,Termanu,2,grandparents
v_rotumansrotu1241,rotu1241,Rotuman,1,grandparents
v_rumurumu1243,rumu1243,Rumu,2,grandparents
v_rundirund1242,rund1242,Rundi,2,grandparents
v_russianruss1263,russ1263,Russian,2,grandparents
v_rutulshin1265,shin1265,Shina (Nakh-Daghestan),2,grandparents
v_saasaaa1240,saaa1240,Sa'a,2,grandparents
v_sakatasaka1287,saka1287,Sakata,1,grandparents
v_samoansamo1305,samo1305,Samoan,2,grandparents
v_sanapanasana1298,sana1298,Sanapaná,2,grandparents
v_sangutanzaniasang1330,sang1330,Sangu (Tanzania),2,grandparents
v_sansalvadorkongosans1272,sans1272,San Salvador Kongo,2,grandparents
v_sanskritsans1269,sans1269,Sanskrit,4,grandparents
v_sardiniansard1257,sard1257,Sardinian,2,grandparents
v_sateremawesate1243,sate1243,Sateré-Mawé,2,grandparents
v_saterfriesischsate1242,sate1242,Ems-Weser Frisian,2,grandparents
v_selknamonaa1245,onaa1245,Selk'nam,2,grandparents
v_selkupselk1253,selk1253,Selkup,2,grandparents
v_sepikiwamsepi1255,sepi1255,Sepik Iwam,3,grandparents
v_serbocroationsout1528,sout1528,Serbian-Croatian-Bosnian,2,grandparents
v_serbsserb1264,serb1264,Serbian Standard,2,grandparents
v_seriseri1257,seri1257,Seri,2,grandparents
v_serranoserr1255,serr1255,Serrano,4,grandparents
v_shastashas1239,shas1239,Shasta,3,grandparents
v_shipiboship1254,ship1254,Shipibo-Conibo,4,grandparents
v_shishii1238,shii1238,Shi,2,grandparents
v_shoshonishos1248,shos1248,Shoshoni,4,grandparents
v_sindhisind1272,sind1272,Sindhi,4,grandparents
v_sinhalasinh1246,sinh1246,Sinhala,2,grandparents
v_sionsion1247,sion1247,Siona-Tetete,2,grandparents
v_sirionosiri1273,siri1273,Sirionó,2,grandparents
v_skoltsaamiskol1241,skol1241,Skolt Saami,3,grandparents
v_slovakianslov1269,slov1269,Slovak,2,grandparents
v_slovenianslov1268,slov1268,Slovenian,2,grandparents
v_sogasoga1242,soga1242,Soga,2,grandparents
v_songoorasong1300,song1300,Songoora,1,grandparents
v_sosvamansinort2677,nort2677,Sosva Mansi,4,grandparents
v_southeasterntepehuanosout2976,sout2976,Southeastern Tepehuan,2,grandparents
v_southerncoastaltsimshiannucl1649,nucl1649,Southern-Coastal Tsimshian,2,grandparents
v_southernpaiutesout2969,sout2969,Southern Paiute,1,grandparents
v_southerntepehuansout2975,sout2975,Southern Tepehuan,1,grandparents
v_southernuteutee1244,utee1244,Ute,4,grandparents
v_southmarquesansout2866,sout2866,South Marquesan,3,grandparents
v_southsaamisout2674,sout2674,South Saami,6,grandparents
v_southtairorasout2943,sout2943,South Tairora,2,grandparents
v_standardcatalanstan1289,stan1289,Catalan,2,grandparents
v_standardenglishstan1293,stan1293,English,2,grandparents
v_standardfrenchstan1290,stan1290,French,2,grandparents
v_standardgermanstan1295,stan1295,German,3,grandparents
v_standardspanishstan1288,stan1288,Spanish,2,grandparents
v_sukumasuku1261,suku1261,Sukuma,2,grandparents
v_sukusuku1259,suku1259,Suku,1,grandparents
v_sumbwasumb1240,sumb1240,Sumbwa,2,grandparents
v_suruisuru1262,suru1262,Suruí,2,grandparents
v_suundisuun1239,suun1239,Suundi,1,grandparents
v_swedishswed1254,swed1254,Swedish,2,grandparents
v_tabriaktabr1243,tabr1243,Tabriak,3,grandparents
v_tahitianstahi1242,tahi1242,Tahitian,1,grandparents
v_tajiktaji1245,taji1245,Tajik,4,grandparents
v_tamiltami1289,tami1289,Tamil,3,grandparents
v_tanalatana1285,tana1285,Tañala,2,grandparents
v_tapirapetapi1254,tapi1254,Tapirapé,2,grandparents
v_tarahumaracent2131,cent2131,Central Tarahumara,3,grandparents
v_tehuelchetehu1242,tehu1242,Tehuelche,2,grandparents
v_telugutelu1262,telu1262,Telugu,4,grandparents
v_tembetemb1276,temb1276,Tenetehara,2,grandparents
v_temitemi1247,temi1247,Temi,2,grandparents
v_tenharimtenh1241,tenh1241,Tenharim-Parintintin-Diahoi,2,grandparents
v_tereitere1278,tere1278,Terei,4,grandparents
v_tetelatete1250,tete1250,Tetela,1,grandparents
v_tikopiatiko1237,tiko1237,Tikopia,1,grandparents
v_tivtivv1240,tivv1240,Tiv,3,grandparents
v_tlingittlin1245,tlin1245,Tlingit,1,grandparents
v_tobatoba1269,toba1269,Toba,2,grandparents
v_tocantinsasurinitoca1235,toca1235,Tocantins Asurini,2,grandparents
v_todatoda1252,toda1252,Toda,3,grandparents
v_tohonooodhamtoho1245,toho1245,Tohono O'odham,4,grandparents
v_tokelautoke1240,toke1240,Tokelau,1,grandparents
v_tokharianbtokh1243,tokh1243,Tokharian B,1,grandparents
v_tolowatolo1259,tolo1259,Tolowa-Chetco,4,grandparents
v_tongantong1325,tong1325,Tonga (Tonga Islands),1,grandparents
v_tonganyasatong1321,tong1321,Tonga (Nyasa),2,grandparents
v_tongarevanspenr1237,penr1237,Māngarongaro,1,grandparents
v_toorotoor1238,toor1238,Tooro,2,grandparents
v_trinitariotrin1274,trin1274,Trinitario-Javeriano-Loretano,2,grandparents
v_trumaitrum1247,trum1247,Trumai,2,grandparents
v_tsafikicolo1249,colo1249,Colombian Sign Language,2,grandparents
v_tsongatson1249,tson1249,Tsonga,1,grandparents
v_tswanatswa1253,tswa1253,Tswana,2,grandparents
v_tubartuba1279,tuba1279,Tubar,3,grandparents
v_tubatulabaltuba1278,tuba1278,Tübatulabal,3,grandparents
v_tucanotuca1252,tuca1252,Tucano,3,grandparents
v_tumpishashoshonipana1305,pana1305,Panamint,2,grandparents
v_tundranenetsnene1249,nene1249,Tundra Nenets,2,grandparents
v_tupinambatupi1273,tupi1273,Tupinambá,2,grandparents
v_tupitupi1274,tupi1274,Lingua Geral Paulista,2,grandparents
v_tuyucatuyu1244,tuyu1244,Tuyuca,2,grandparents
v_tzeltaltzel1254,tzel1254,Tzeltal,2,grandparents
v_udmurtudmu1245,udmu1245,Udmurt,4,grandparents
v_ukrainianukra1253,ukra1253,Ukrainian,2,grandparents
v_ulawaulaw1237,ulaw1237,Ulawa,2,grandparents
v_umbunduumbu1257,umbu1257,Umbundu,2,grandparents
v_umpilaumpi1239,umpi1239,Umpila,4,grandparents
v_urduurdu1245,urdu1245,Urdu,4,grandparents
v_vendavend1245,vend1245,Venda,1,grandparents
v_vepsveps1250,veps1250,Veps,2,grandparents
v_vlaxromanivlax1238,vlax1238,Vlax Romani,4,grandparents
v_wahginucl1620,nucl1620,Wahgi,2,grandparents
v_wailakiwail1244,wail1244,Eel River Athabaskan,4,grandparents
v_waimiriatroariwaim1253,waim1253,Waimiri-Atroari,2,grandparents
v_waiwaiwaiw1244,waiw1244,Waiwai,2,grandparents
v_wajarriwaja1257,waja1257,Wajarri,2,grandparents
v_wakayawaga1260,waga1260,Wagaya,5,grandparents
v_wallonwall1255,wall1255,Walloon,2,grandparents
v_wangkangurruwang1290,wang1290,Wangganguru,4,grandparents
v_wangkumarawong1246,wong1246,Wangkumara,2,grandparents
v_waoraniwaor1240,waor1240,Waorani,2,grandparents
v_wapishanawapi1253,wapi1253,Wapishana,2,grandparents
v_wappowapp1239,wapp1239,Wappo,4,grandparents
v_warlmanpawarl1255,warl1255,Warlmanpa,4,grandparents
v_warlpiriwarl1254,warl1254,Warlpiri,5,grandparents
v_warnmanwanm1242,wanm1242,Wanman,3,grandparents
v_waropenwaro1242,waro1242,Waropen,2,grandparents
v_warumunguwaru1265,waru1265,Warumungu,5,grandparents
v_warunguwaru1264,waru1264,Warrongo,5,grandparents
v_waurawaur1244,waur1244,Waurá,2,grandparents
v_wayampiwaya1270,waya1270,Wayampi,2,grandparents
v_wayuuwayu1243,wayu1243,Wayuu,2,grandparents
v_wedauweda1241,weda1241,Wedau,1,grandparents
v_westernapachewest2615,west2615,Western Apache,3,grandparents
v_westernarmenianhoms1234,homs1234,Western Armenian,2,grandparents
v_westernfarsiwest2369,west2369,Western Farsi,2,grandparents
v_westernpanjabiwest2386,west2386,Western Panjabi,2,grandparents
v_whitemesauteutee1244b,utee1244,Ute,5,grandparents
v_wichiwich1264,wich1264,Wichí Lhamtés Güisnay,2,grandparents
v_wikmungkanwikm1247,wikm1247,Wik-Mungkan,5,grandparents
v_wiradjuriwira1262,wira1262,Wiradhuri,6,grandparents
v_wiranguwira1265,wira1265,Wirangu,4,grandparents
v_wiruwiru1244,wiru1244,Wiru,2,grandparents
v_wiyotwiyo1248,wiyo1248,Wiyot,2,grandparents
v_woiwurrungwoiw1237,woiw1237,Woiwurrung-Thagungwurrung,1,grandparents
v_wulguruwulg1239,wulg1239,Wulguru,5,grandparents
v_yakacaryaka1272,yaka1272,Yaka (Central African Republic),1,grandparents
v_yakapelendelonzoyaka1269,yaka1269,Yaka-Pelende-Lonzo,1,grandparents
v_yalarnngayala1262,yala1262,Yalarnnga,3,grandparents
v_yamanayama1264,yama1264,Yámana,2,grandparents
v_yamitaoyami1254,yami1254,Yami,2,grandparents
v_yandruwandhayand1253,yand1253,Yandruwandha,5,grandparents
v_yanomamiyano1262,yano1262,Yanomám,2,grandparents
v_yanyuwayany1243,yany1243,Yanyuwa,4,grandparents
v_yaquiyaqu1251,yaqu1251,Yaqui,3,grandparents
v_yarluyandingam1265,ngam1265,Ngamini-Yarluyandi-Karangura,4,grandparents
v_yaviteroyavi1244,yavi1244,Yavitero-Pareni,2,grandparents
v_yerukulayeru1240,yeru1240,Yerukula,4,grandparents
v_yidinyyidi1250,yidi1250,Yidiñ,4,grandparents
v_yindjibarndiyind1247,yind1247,Yindjibarndi,4,grandparents
v_yombeyomb1244,yomb1244,Yombe,1,grandparents
v_yortayortayort1237,yort1237,Yorta Yorta,2,grandparents
v_yucatecmayayuca1254,yuca1254,Yucatec Maya,5,grandparents
v_yugambehyugu1249,yugu1249,Yugumbir,3,grandparents
v_yulparijayulp1239,yulp1239,Yulparija,2,grandparents
v_yurokyuro1248,yuro1248,Yurok,2,grandparents
v_yuwaalaraaygami1243,gami1243,Yuwaalaraay-Gamilaraay,4,grandparents
v_zigulazigu1242,zigu1242,Zigula,2,grandparents
v_zinzazinz1238,zinz1238,Zinza,2,grandparents
v_zuluzulu1248,zulu1248,Zulu,3,grandparents
v_zunizuni1245,zuni1245,Zuni,2,grandparents
p_abuiabui1241,abui1241,Abui,1,grandchildren
p_achineseachi1257,achi1257,Acehnese,2,grandchildren
p_adangadan1251,adan1251,Adang,1,grandchildren
p_agob-ende-kawamagob1244,agob1244,Agob-Ende-Kawam,1,grandchildren
p_aklanonakla1241,akla1241,Kailibo Aklanon,1,grandchildren
p_alamblakalam1246,alam1246,Alamblak,1,grandchildren
p_alanganalan1249,alan1249,Alangan,1,grandchildren
p_amanabaman1265,aman1265,Amanab,2,grandchildren
p_ampibabolaujeampi1237,ampi1237,Ampibabo,1,grandchildren
p_anejomanei1239,anei1239,Aneityum,1,grandchildren
p_aniwaaniw1237,aniw1237,Aniwa,3,grandchildren
p_anutaanut1237,anut1237,Anuta,1,grandchildren
p_arabanaarab1267a,arab1267,Arabana,3,grandchildren
p_arakiarak1252,arak1252,Araki,1,grandchildren
p_arearearea1240,area1240,'Are'are,1,grandchildren
p_arosiaros1241,aros1241,Arosi,1,grandchildren
p_aseraaser1237,aser1237,Asera,1,grandchildren
p_asfauslanaust1271,aust1271,Auslan,2,grandchildren
p_atchinatch1238,atch1238,Atchin,1,grandchildren
p_atoniuabmetouabm1237,uabm1237,Uab Meto,1,grandchildren
p_attaatta1244,atta1244,Atta,1,grandchildren
p_auauuu1241,auuu1241,Au,2,grandchildren
p_avatimeavat1244,avat1244,Avatime,1,grandchildren
p_avavabangasadialectkatb1237,katb1237,Avava,1,grandchildren
p_avavakatb1237a,katb1237,Avava,1,grandchildren
p_avavaniviardialectkatb1237b,katb1237,Avava,1,grandchildren
