Language,Type,Relation,Region,word_string,word_string_type,count,dlevel,cell_count,language_glottolog,id,name,latitude,longitude,family_id,family_name,is_distance_symmetric,is_relation_symmetric
Bengali,D3,Place,asia,okhane,5,8,3,9,Bengali,beng1280,Bengali,24,90,indo1319,Indo-European,FALSE,FALSE
Bengali,D3,Source,asia,okhan theke,4,8,3,9,Bengali,beng1280,Bengali,24,90,indo1319,Indo-European,FALSE,FALSE
Blackfoot,D1,Goal,americas,Ipoohsap|poohsap,2,6,2,6,Siksika,siks1238,Siksika,49.0669,-113.109,algi1248,Algic,TRUE,TRUE
Blackfoot,D1,Place,americas,annoma,1,6,2,6,Siksika,siks1238,Siksika,49.0669,-113.109,algi1248,Algic,TRUE,TRUE
Blackfoot,D1,Source,americas,miistap _ annoma|yIIstap _ annoma,5,6,2,6,Siksika,siks1238,Siksika,49.0669,-113.109,algi1248,Algic,TRUE,TRUE
Blackfoot,D2,Goal,americas,itap,4,6,2,6,Siksika,siks1238,Siksika,49.0669,-113.109,algi1248,Algic,TRUE,TRUE
Blackfoot,D2,Place,americas,ist|it,3,6,2,6,Siksika,siks1238,Siksika,49.0669,-113.109,algi1248,Algic,TRUE,TRUE
Blackfoot,D2,Source,americas,omoht,6,6,2,6,Siksika,siks1238,Siksika,49.0669,-113.109,algi1248,Algic,TRUE,TRUE
Bulgarian,D1,Goal,europe,nasam|tuk,1,6,2,6,Bulgarian,bulg1262,Bulgarian,43.3646,25.047,indo1319,Indo-European,TRUE,TRUE
Bulgarian,D1,Place,europe,tuk,6,6,2,6,Bulgarian,bulg1262,Bulgarian,43.3646,25.047,indo1319,Indo-European,TRUE,TRUE
Bulgarian,D1,Source,europe,ottuk,4,6,2,6,Bulgarian,bulg1262,Bulgarian,43.3646,25.047,indo1319,Indo-European,TRUE,TRUE
Bulgarian,D2,Goal,europe,natam|tam,2,6,2,6,Bulgarian,bulg1262,Bulgarian,43.3646,25.047,indo1319,Indo-European,TRUE,TRUE
Bulgarian,D2,Place,europe,tam,5,6,2,6,Bulgarian,bulg1262,Bulgarian,43.3646,25.047,indo1319,Indo-European,TRUE,TRUE
Bulgarian,D2,Source,europe,ottam,3,6,2,6,Bulgarian,bulg1262,Bulgarian,43.3646,25.047,indo1319,Indo-European,TRUE,TRUE
Bunaq,D1,Goal,oceania,huqe|huqe gene,3,3,3,9,Bunak,buna1278,Bunak,-9.13618,125.216,timo1261,Timor-Alor-Pantar,TRUE,TRUE
Bunaq,D1,Place,oceania,huqe|huqe gene,3,3,3,9,Bunak,buna1278,Bunak,-9.13618,125.216,timo1261,Timor-Alor-Pantar,TRUE,TRUE
Bunaq,D1,Source,oceania,huqe|huqe gene,3,3,3,9,Bunak,buna1278,Bunak,-9.13618,125.216,timo1261,Timor-Alor-Pantar,TRUE,TRUE
Bunaq,D2,Goal,oceania,haqe|haqe gene,1,3,3,9,Bunak,buna1278,Bunak,-9.13618,125.216,timo1261,Timor-Alor-Pantar,TRUE,TRUE
Bunaq,D2,Place,oceania,haqe|haqe gene,1,3,3,9,Bunak,buna1278,Bunak,-9.13618,125.216,timo1261,Timor-Alor-Pantar,TRUE,TRUE
Bunaq,D2,Source,oceania,haqe|haqe gene,1,3,3,9,Bunak,buna1278,Bunak,-9.13618,125.216,timo1261,Timor-Alor-Pantar,TRUE,TRUE
Bunaq,D3,Goal,oceania,hoqe,2,3,3,9,Bunak,buna1278,Bunak,-9.13618,125.216,timo1261,Timor-Alor-Pantar,TRUE,TRUE
Bunaq,D3,Place,oceania,hoqe,2,3,3,9,Bunak,buna1278,Bunak,-9.13618,125.216,timo1261,Timor-Alor-Pantar,TRUE,TRUE
Bunaq,D3,Source,oceania,hoqe,2,3,3,9,Bunak,buna1278,Bunak,-9.13618,125.216,timo1261,Timor-Alor-Pantar,TRUE,TRUE
Bunoge Dogon,D1,Goal,africa,má|málò,3,4,2,6,Bunoge Dogon,buno1241,Bunoge Dogon,14.43,-3.49,dogo1299,Dogon,TRUE,FALSE
Bunoge Dogon,D1,Place,africa,mànâ|má|málò,4,4,2,6,Bunoge Dogon,buno1241,Bunoge Dogon,14.43,-3.49,dogo1299,Dogon,TRUE,FALSE
Bunoge Dogon,D1,Source,africa,má|málò,3,4,2,6,Bunoge Dogon,buno1241,Bunoge Dogon,14.43,-3.49,dogo1299,Dogon,TRUE,FALSE
Bunoge Dogon,D2,Goal,africa,bó|bólò,1,4,2,6,Bunoge Dogon,buno1241,Bunoge Dogon,14.43,-3.49,dogo1299,Dogon,TRUE,FALSE
Bunoge Dogon,D2,Place,africa,bònâ|bó|bólò,2,4,2,6,Bunoge Dogon,buno1241,Bunoge Dogon,14.43,-3.49,dogo1299,Dogon,TRUE,FALSE
Bunoge Dogon,D2,Source,africa,bó|bólò,1,4,2,6,Bunoge Dogon,buno1241,Bunoge Dogon,14.43,-3.49,dogo1299,Dogon,TRUE,FALSE
Burmese,D1,Goal,asia,di|di kou,3,6,2,6,Burmese,nucl1310,Burmese,20.7926,93.9665,sino1245,Sino-Tibetan,TRUE,TRUE
Burmese,D1,Place,asia,di hma,1,6,2,6,Burmese,nucl1310,Burmese,20.7926,93.9665,sino1245,Sino-Tibetan,TRUE,TRUE
Burmese,D1,Source,asia,di ka,2,6,2,6,Burmese,nucl1310,Burmese,20.7926,93.9665,sino1245,Sino-Tibetan,TRUE,TRUE
Burmese,D2,Goal,asia,hou|hou kou,6,6,2,6,Burmese,nucl1310,Burmese,20.7926,93.9665,sino1245,Sino-Tibetan,TRUE,TRUE
Burmese,D2,Place,asia,hou hma,4,6,2,6,Burmese,nucl1310,Burmese,20.7926,93.9665,sino1245,Sino-Tibetan,TRUE,TRUE
Burmese,D2,Source,asia,hou ka,5,6,2,6,Burmese,nucl1310,Burmese,20.7926,93.9665,sino1245,Sino-Tibetan,TRUE,TRUE
"Burushaski, Yasin",D1,Goal,asia,akhíta|akhó|akhóla|kho|khíta,1,9,3,9,Burushaski,buru1296,Burushaski,36.2161,74.8236,NA,isolate,TRUE,TRUE
"Burushaski, Yasin",D1,Place,asia,akhó|khit|kho,2,9,3,9,Burushaski,buru1296,Burushaski,36.2161,74.8236,NA,isolate,TRUE,TRUE
"Burushaski, Yasin",D1,Source,asia,akhólum|khólum,3,9,3,9,Burushaski,buru1296,Burushaski,36.2161,74.8236,NA,isolate,TRUE,TRUE
"Burushaski, Yasin",D2,Goal,asia,íta,5,9,3,9,Burushaski,buru1296,Burushaski,36.2161,74.8236,NA,isolate,TRUE,TRUE
"Burushaski, Yasin",D2,Place,asia,it|íti,4,9,3,9,Burushaski,buru1296,Burushaski,36.2161,74.8236,NA,isolate,TRUE,TRUE
"Burushaski, Yasin",D2,Source,asia,ítum,6,9,3,9,Burushaski,buru1296,Burushaski,36.2161,74.8236,NA,isolate,TRUE,TRUE
"Burushaski, Yasin",D3,Goal,asia,tóla,8,9,3,9,Burushaski,buru1296,Burushaski,36.2161,74.8236,NA,isolate,TRUE,TRUE
"Burushaski, Yasin",D3,Place,asia,to|tóle,7,9,3,9,Burushaski,buru1296,Burushaski,36.2161,74.8236,NA,isolate,TRUE,TRUE
"Burushaski, Yasin",D3,Source,asia,tólum,9,9,3,9,Burushaski,buru1296,Burushaski,36.2161,74.8236,NA,isolate,TRUE,TRUE
Cantonese,D1,Goal,asia,nīdouh,3,6,2,6,Cantonese,cant1236,Cantonese,23.0118,113.2021,sino1245,Sino-Tibetan,TRUE,TRUE
Cantonese,D1,Place,asia,nīdouh|nīsyu,4,6,2,6,Cantonese,cant1236,Cantonese,23.0118,113.2021,sino1245,Sino-Tibetan,TRUE,TRUE
Cantonese,D1,Source,asia,yàuh nīdouh,6,6,2,6,Cantonese,cant1236,Cantonese,23.0118,113.2021,sino1245,Sino-Tibetan,TRUE,TRUE
Cantonese,D2,Goal,asia,gódouh,1,6,2,6,Cantonese,cant1236,Cantonese,23.0118,113.2021,sino1245,Sino-Tibetan,TRUE,TRUE
Cantonese,D2,Place,asia,gódouh|gósyu,2,6,2,6,Cantonese,cant1236,Cantonese,23.0118,113.2021,sino1245,Sino-Tibetan,TRUE,TRUE
Cantonese,D2,Source,asia,yàuh gódouh,5,6,2,6,Cantonese,cant1236,Cantonese,23.0118,113.2021,sino1245,Sino-Tibetan,TRUE,TRUE
Catalan,D1,Goal,europe,aquí|cap aquí,6,9,3,9,Catalan,stan1289,Catalan,41.453,1.569,indo1319,Indo-European,TRUE,TRUE
Catalan,D1,Place,europe,aquí,5,9,3,9,Catalan,stan1289,Catalan,41.453,1.569,indo1319,Indo-European,TRUE,TRUE
Catalan,D1,Source,europe,d’aquí,9,9,3,9,Catalan,stan1289,Catalan,41.453,1.569,indo1319,Indo-European,TRUE,TRUE
Catalan,D2,Goal,europe,allí|cap allí,4,9,3,9,Catalan,stan1289,Catalan,41.453,1.569,indo1319,Indo-European,TRUE,TRUE
Catalan,D2,Place,europe,allí,3,9,3,9,Catalan,stan1289,Catalan,41.453,1.569,indo1319,Indo-European,TRUE,TRUE
Catalan,D2,Source,europe,d'allí,8,9,3,9,Catalan,stan1289,Catalan,41.453,1.569,indo1319,Indo-European,TRUE,TRUE
Catalan,D3,Goal,europe,allà|cap allà,2,9,3,9,Catalan,stan1289,Catalan,41.453,1.569,indo1319,Indo-European,TRUE,TRUE
Catalan,D3,Place,europe,allà,1,9,3,9,Catalan,stan1289,Catalan,41.453,1.569,indo1319,Indo-European,TRUE,TRUE
Catalan,D3,Source,europe,d'allà,7,9,3,9,Catalan,stan1289,Catalan,41.453,1.569,indo1319,Indo-European,TRUE,TRUE
Chamorro,D1,Goal,oceania,guini,4,4,3,9,Chamorro,cham1312,Chamorro,13.438011,144.74474,aust1307,Austronesian,FALSE,FALSE
Chamorro,D1,Place,oceania,guini,4,4,3,9,Chamorro,cham1312,Chamorro,13.438011,144.74474,aust1307,Austronesian,FALSE,FALSE
Chamorro,D1,Source,oceania,guini,4,4,3,9,Chamorro,cham1312,Chamorro,13.438011,144.74474,aust1307,Austronesian,FALSE,FALSE
Chamorro,D2,Goal,oceania,guatu,1,4,3,9,Chamorro,cham1312,Chamorro,13.438011,144.74474,aust1307,Austronesian,FALSE,FALSE
Chamorro,D2,Place,oceania,guenao,2,4,3,9,Chamorro,cham1312,Chamorro,13.438011,144.74474,aust1307,Austronesian,FALSE,FALSE
Chamorro,D2,Source,oceania,guihi,3,4,3,9,Chamorro,cham1312,Chamorro,13.438011,144.74474,aust1307,Austronesian,FALSE,FALSE
Chamorro,D3,Goal,oceania,guihi,3,4,3,9,Chamorro,cham1312,Chamorro,13.438011,144.74474,aust1307,Austronesian,FALSE,FALSE
Chamorro,D3,Place,oceania,guihi,3,4,3,9,Chamorro,cham1312,Chamorro,13.438011,144.74474,aust1307,Austronesian,FALSE,FALSE
Chamorro,D3,Source,oceania,guihi,3,4,3,9,Chamorro,cham1312,Chamorro,13.438011,144.74474,aust1307,Austronesian,FALSE,FALSE
Chinese,D1,Goal,asia,dào zhèlĭ|dào zhèr|zhèlĭ|zhèr,4,6,2,6,Mandarin Chinese,mand1415,Mandarin Chinese,40.0209,116.228,sino1245,Sino-Tibetan,TRUE,TRUE
Chinese,D1,Place,asia,zhèlĭ|zhèr|zài zhèlĭ|zài zhèr,6,6,2,6,Mandarin Chinese,mand1415,Mandarin Chinese,40.0209,116.228,sino1245,Sino-Tibetan,TRUE,TRUE
Chinese,D1,Source,asia,cóng zhèlĭ|cóng zhèr,2,6,2,6,Mandarin Chinese,mand1415,Mandarin Chinese,40.0209,116.228,sino1245,Sino-Tibetan,TRUE,TRUE
Chinese,D2,Goal,asia,dào nàlĭ|dào nàr|nàlĭ|nàr,3,6,2,6,Mandarin Chinese,mand1415,Mandarin Chinese,40.0209,116.228,sino1245,Sino-Tibetan,TRUE,TRUE
Chinese,D2,Place,asia,nàlĭ|nàr|zaì nàr|zài nàlĭ,5,6,2,6,Mandarin Chinese,mand1415,Mandarin Chinese,40.0209,116.228,sino1245,Sino-Tibetan,TRUE,TRUE
Chinese,D2,Source,asia,cóng nàlĭ|cóng nàr,1,6,2,6,Mandarin Chinese,mand1415,Mandarin Chinese,40.0209,116.228,sino1245,Sino-Tibetan,TRUE,TRUE
"Ch’ol, Tila",D1,Goal,americas,wᴧ',1,2,2,6,Chol,chol1282,Chol,17.4897,-92.4698,maya1287,Mayan,TRUE,TRUE
"Ch’ol, Tila",D1,Place,americas,wᴧ',1,2,2,6,Chol,chol1282,Chol,17.4897,-92.4698,maya1287,Mayan,TRUE,TRUE
"Ch’ol, Tila",D1,Source,americas,wᴧ',1,2,2,6,Chol,chol1282,Chol,17.4897,-92.4698,maya1287,Mayan,TRUE,TRUE
"Ch’ol, Tila",D2,Goal,americas,ya',2,2,2,6,Chol,chol1282,Chol,17.4897,-92.4698,maya1287,Mayan,TRUE,TRUE
"Ch’ol, Tila",D2,Place,americas,ya',2,2,2,6,Chol,chol1282,Chol,17.4897,-92.4698,maya1287,Mayan,TRUE,TRUE
"Ch’ol, Tila",D2,Source,americas,ya',2,2,2,6,Chol,chol1282,Chol,17.4897,-92.4698,maya1287,Mayan,TRUE,TRUE
Cree,D1,Goal,americas,pê|pêci,6,6,2,6,Moose Cree,moos1236,Moose Cree,51.068600000000004,-80.6912,algi1248,Algic,TRUE,TRUE
Cree,D1,Place,americas,ôta,4,6,2,6,Moose Cree,moos1236,Moose Cree,51.068600000000004,-80.6912,algi1248,Algic,TRUE,TRUE
Cree,D1,Source,americas,ôta ohci,5,6,2,6,Moose Cree,moos1236,Moose Cree,51.068600000000004,-80.6912,algi1248,Algic,TRUE,TRUE
Cree,D2,Goal,americas,ohpime ohci,3,6,2,6,Moose Cree,moos1236,Moose Cree,51.068600000000004,-80.6912,algi1248,Algic,TRUE,TRUE
Cree,D2,Place,americas,neta|nete|tasi,1,6,2,6,Moose Cree,moos1236,Moose Cree,51.068600000000004,-80.6912,algi1248,Algic,TRUE,TRUE
Cree,D2,Source,americas,ohci|pê|pêci,2,6,2,6,Moose Cree,moos1236,Moose Cree,51.068600000000004,-80.6912,algi1248,Algic,TRUE,TRUE
Croatian,D1,Goal,europe,ovamo|ovdje,5,6,2,6,Serbian-Croatian-Bosnian,sout1528,Serbian-Croatian-Bosnian,44.15,18.81,indo1319,Indo-European,TRUE,TRUE
Croatian,D1,Place,europe,ovdje|tu,6,6,2,6,Serbian-Croatian-Bosnian,sout1528,Serbian-Croatian-Bosnian,44.15,18.81,indo1319,Indo-European,TRUE,TRUE
Croatian,D1,Source,europe,odavde,2,6,2,6,Serbian-Croatian-Bosnian,sout1528,Serbian-Croatian-Bosnian,44.15,18.81,indo1319,Indo-European,TRUE,TRUE
Croatian,D2,Goal,europe,onamo|tamo,3,6,2,6,Serbian-Croatian-Bosnian,sout1528,Serbian-Croatian-Bosnian,44.15,18.81,indo1319,Indo-European,TRUE,TRUE
Croatian,D2,Place,europe,ondje|tamo,4,6,2,6,Serbian-Croatian-Bosnian,sout1528,Serbian-Croatian-Bosnian,44.15,18.81,indo1319,Indo-European,TRUE,TRUE
Croatian,D2,Source,europe,odande,1,6,2,6,Serbian-Croatian-Bosnian,sout1528,Serbian-Croatian-Bosnian,44.15,18.81,indo1319,Indo-European,TRUE,TRUE
Cubeo,D1,Goal,americas,joi,3,3,2,6,Cubeo,cube1242,Cubeo,1.32382,-70.1939,tuca1253,Tucanoan,FALSE,FALSE
Cubeo,D1,Place,americas,'joi,1,3,2,6,Cubeo,cube1242,Cubeo,1.32382,-70.1939,tuca1253,Tucanoan,FALSE,FALSE
Cubeo,D1,Source,americas,joi,3,3,2,6,Cubeo,cube1242,Cubeo,1.32382,-70.1939,tuca1253,Tucanoan,FALSE,FALSE
Cubeo,D2,Goal,americas,dõi,2,3,2,6,Cubeo,cube1242,Cubeo,1.32382,-70.1939,tuca1253,Tucanoan,FALSE,FALSE
Cubeo,D2,Place,americas,dõi,2,3,2,6,Cubeo,cube1242,Cubeo,1.32382,-70.1939,tuca1253,Tucanoan,FALSE,FALSE
Cubeo,D2,Source,americas,dõi,2,3,2,6,Cubeo,cube1242,Cubeo,1.32382,-70.1939,tuca1253,Tucanoan,FALSE,FALSE
Czech,D1,Goal,europe,sem,3,5,2,6,Czech,czec1258,Czech,49.873398,15.10437,indo1319,Indo-European,FALSE,FALSE
Czech,D1,Place,europe,tady|tu|zde,4,5,2,6,Czech,czec1258,Czech,49.873398,15.10437,indo1319,Indo-European,FALSE,FALSE
Czech,D1,Source,europe,odsud|odtud,1,5,2,6,Czech,czec1258,Czech,49.873398,15.10437,indo1319,Indo-European,FALSE,FALSE
Czech,D2,Goal,europe,tam,5,5,2,6,Czech,czec1258,Czech,49.873398,15.10437,indo1319,Indo-European,FALSE,FALSE
Czech,D2,Place,europe,tam,5,5,2,6,Czech,czec1258,Czech,49.873398,15.10437,indo1319,Indo-European,FALSE,FALSE
Czech,D2,Source,europe,odtamtud|odtud,2,5,2,6,Czech,czec1258,Czech,49.873398,15.10437,indo1319,Indo-European,FALSE,FALSE
Dakota,D1,Goal,americas,a deʼciyataŋhaŋ|deʼciya,1,6,2,6,Dakota,dako1258,Dakota,45.86,-96.58,siou1252,Siouan,TRUE,TRUE
Dakota,D1,Place,americas,den|deʼci,2,6,2,6,Dakota,dako1258,Dakota,45.86,-96.58,siou1252,Siouan,TRUE,TRUE
Dakota,D1,Source,americas,detaŋhaŋ|tokaŋ,3,6,2,6,Dakota,dako1258,Dakota,45.86,-96.58,siou1252,Siouan,TRUE,TRUE
Dakota,D2,Goal,americas,heciyotaŋ|heʼciya,4,6,2,6,Dakota,dako1258,Dakota,45.86,-96.58,siou1252,Siouan,TRUE,TRUE
Dakota,D2,Place,americas,hen|heʼci,5,6,2,6,Dakota,dako1258,Dakota,45.86,-96.58,siou1252,Siouan,TRUE,TRUE
Dakota,D2,Source,americas,hetaŋhaŋ,6,6,2,6,Dakota,dako1258,Dakota,45.86,-96.58,siou1252,Siouan,TRUE,TRUE
Danish,D1,Goal,europe,herhen|herhid,6,6,2,6,Danish,dani1285,Danish,54.8655,9.36284,indo1319,Indo-European,TRUE,TRUE
Danish,D1,Place,europe,her|herhenne,4,6,2,6,Danish,dani1285,Danish,54.8655,9.36284,indo1319,Indo-European,TRUE,TRUE
Danish,D1,Source,europe,herfra,5,6,2,6,Danish,dani1285,Danish,54.8655,9.36284,indo1319,Indo-European,TRUE,TRUE
Danish,D2,Goal,europe,derhen,3,6,2,6,Danish,dani1285,Danish,54.8655,9.36284,indo1319,Indo-European,TRUE,TRUE
Danish,D2,Place,europe,der|derhenne,1,6,2,6,Danish,dani1285,Danish,54.8655,9.36284,indo1319,Indo-European,TRUE,TRUE
Danish,D2,Source,europe,derfra,2,6,2,6,Danish,dani1285,Danish,54.8655,9.36284,indo1319,Indo-European,TRUE,TRUE
Dhimal,D1,Goal,asia,iso|ita,3,6,3,9,Dhimal,dhim1246,Dhimal,26.6283,88.3798,sino1245,Sino-Tibetan,TRUE,FALSE
Dhimal,D1,Place,asia,iso|ita,3,6,3,9,Dhimal,dhim1246,Dhimal,26.6283,88.3798,sino1245,Sino-Tibetan,TRUE,FALSE
Dhimal,D1,Source,asia,itaso,4,6,3,9,Dhimal,dhim1246,Dhimal,26.6283,88.3798,sino1245,Sino-Tibetan,TRUE,FALSE
Dhimal,D2,Goal,asia,inso|inta,1,6,3,9,Dhimal,dhim1246,Dhimal,26.6283,88.3798,sino1245,Sino-Tibetan,TRUE,FALSE
Dhimal,D2,Place,asia,inso|inta,1,6,3,9,Dhimal,dhim1246,Dhimal,26.6283,88.3798,sino1245,Sino-Tibetan,TRUE,FALSE
Dhimal,D2,Source,asia,intaso,2,6,3,9,Dhimal,dhim1246,Dhimal,26.6283,88.3798,sino1245,Sino-Tibetan,TRUE,FALSE
Dhimal,D3,Goal,asia,oso|ota,5,6,3,9,Dhimal,dhim1246,Dhimal,26.6283,88.3798,sino1245,Sino-Tibetan,TRUE,FALSE
Dhimal,D3,Place,asia,oso|ota,5,6,3,9,Dhimal,dhim1246,Dhimal,26.6283,88.3798,sino1245,Sino-Tibetan,TRUE,FALSE
Dhimal,D3,Source,asia,otaso,6,6,3,9,Dhimal,dhim1246,Dhimal,26.6283,88.3798,sino1245,Sino-Tibetan,TRUE,FALSE
Dii,D1,Goal,africa,yɛlı̵́,2,3,3,9,Dii,diii1241,Dii,7.77412,13.9884,atla1278,Atlantic-Congo,TRUE,TRUE
Dii,D1,Place,africa,yɛlı̵́,2,3,3,9,Dii,diii1241,Dii,7.77412,13.9884,atla1278,Atlantic-Congo,TRUE,TRUE
Dii,D1,Source,africa,yɛlı̵́,2,3,3,9,Dii,diii1241,Dii,7.77412,13.9884,atla1278,Atlantic-Congo,TRUE,TRUE
Dii,D2,Goal,africa,wu̵lı̵́,1,3,3,9,Dii,diii1241,Dii,7.77412,13.9884,atla1278,Atlantic-Congo,TRUE,TRUE
Dii,D2,Place,africa,wu̵lı̵́,1,3,3,9,Dii,diii1241,Dii,7.77412,13.9884,atla1278,Atlantic-Congo,TRUE,TRUE
Dii,D2,Source,africa,wu̵lı̵́,1,3,3,9,Dii,diii1241,Dii,7.77412,13.9884,atla1278,Atlantic-Congo,TRUE,TRUE
Dii,D3,Goal,africa,zulí,3,3,3,9,Dii,diii1241,Dii,7.77412,13.9884,atla1278,Atlantic-Congo,TRUE,TRUE
Dii,D3,Place,africa,zulí,3,3,3,9,Dii,diii1241,Dii,7.77412,13.9884,atla1278,Atlantic-Congo,TRUE,TRUE
Dii,D3,Source,africa,zulí,3,3,3,9,Dii,diii1241,Dii,7.77412,13.9884,atla1278,Atlantic-Congo,TRUE,TRUE
Dime,D1,Goal,africa,sikiyó,3,4,2,6,Dime,dime1235,Dime,6.20951,36.3329,sout2845,South Omotic,TRUE,FALSE
Dime,D1,Place,africa,sikiyó,3,4,2,6,Dime,dime1235,Dime,6.20951,36.3329,sout2845,South Omotic,TRUE,FALSE
Dime,D1,Source,africa,sikiyóde,4,4,2,6,Dime,dime1235,Dime,6.20951,36.3329,sout2845,South Omotic,TRUE,FALSE
Dime,D2,Goal,africa,kiyó|sakiyó,1,4,2,6,Dime,dime1235,Dime,6.20951,36.3329,sout2845,South Omotic,TRUE,FALSE
Dime,D2,Place,africa,kiyó|sakiyó,1,4,2,6,Dime,dime1235,Dime,6.20951,36.3329,sout2845,South Omotic,TRUE,FALSE
Dime,D2,Source,africa,kiyóde|sakiyóde,2,4,2,6,Dime,dime1235,Dime,6.20951,36.3329,sout2845,South Omotic,TRUE,FALSE
Djapu,D1,Goal,oceania,dhipal,1,9,3,9,Djapu,djap1238,Djapu,-12.879764,136.417978,pama1250,Pama-Nyungan,TRUE,TRUE
Djapu,D1,Place,oceania,dhiyal|dhiyalaŋumi|dhiyalmi)|dhuwal,4,9,3,9,Djapu,djap1238,Djapu,-12.879764,136.417978,pama1250,Pama-Nyungan,TRUE,TRUE
Djapu,D1,Source,oceania,dhipuŋur,3,9,3,9,Djapu,djap1238,Djapu,-12.879764,136.417978,pama1250,Pama-Nyungan,TRUE,TRUE
Djapu,D2,Goal,oceania,dhipali|ŋunhiwal,2,9,3,9,Djapu,djap1238,Djapu,-12.879764,136.417978,pama1250,Pama-Nyungan,TRUE,TRUE
Djapu,D2,Place,oceania,dhiyalimi)|dhiyaliŋumi|dhuwali|ŋunhi|ŋunhilimi)|ŋunhiliŋumi,5,9,3,9,Djapu,djap1238,Djapu,-12.879764,136.417978,pama1250,Pama-Nyungan,TRUE,TRUE
Djapu,D2,Source,oceania,ŋuliŋur,7,9,3,9,Djapu,djap1238,Djapu,-12.879764,136.417978,pama1250,Pama-Nyungan,TRUE,TRUE
Djapu,D3,Goal,oceania,ŋunhawal,9,9,3,9,Djapu,djap1238,Djapu,-12.879764,136.417978,pama1250,Pama-Nyungan,TRUE,TRUE
Djapu,D3,Place,oceania,ŋunha|ŋunhal aŋumi|ŋunhal mi),8,9,3,9,Djapu,djap1238,Djapu,-12.879764,136.417978,pama1250,Pama-Nyungan,TRUE,TRUE
Djapu,D3,Source,oceania,ŋulaŋur,6,9,3,9,Djapu,djap1238,Djapu,-12.879764,136.417978,pama1250,Pama-Nyungan,TRUE,TRUE
Dutch,D1,Goal,europe,hierheen|hiernaartoe,5,6,2,6,Dutch,dutc1256,Dutch,52,5,indo1319,Indo-European,TRUE,TRUE
Dutch,D1,Place,europe,hier,4,6,2,6,Dutch,dutc1256,Dutch,52,5,indo1319,Indo-European,TRUE,TRUE
Dutch,D1,Source,europe,hiervandaan|van hier,6,6,2,6,Dutch,dutc1256,Dutch,52,5,indo1319,Indo-European,TRUE,TRUE
Dutch,D2,Goal,europe,daarheen|daarnaartoe|ernaartoe,2,6,2,6,Dutch,dutc1256,Dutch,52,5,indo1319,Indo-European,TRUE,TRUE
Dutch,D2,Place,europe,daar|er,1,6,2,6,Dutch,dutc1256,Dutch,52,5,indo1319,Indo-European,TRUE,TRUE
Dutch,D2,Source,europe,daarvandaan|ervandaan|van daar,3,6,2,6,Dutch,dutc1256,Dutch,52,5,indo1319,Indo-European,TRUE,TRUE
Dyirbal,D1,Goal,oceania,yali|yalu,5,6,2,6,Dyirbal,dyir1250,Dyirbal,-17.4516,145.544,pama1250,Pama-Nyungan,TRUE,TRUE
Dyirbal,D1,Place,oceania,yalay,4,6,2,6,Dyirbal,dyir1250,Dyirbal,-17.4516,145.544,pama1250,Pama-Nyungan,TRUE,TRUE
Dyirbal,D1,Source,oceania,yaŋum,6,6,2,6,Dyirbal,dyir1250,Dyirbal,-17.4516,145.544,pama1250,Pama-Nyungan,TRUE,TRUE
Dyirbal,D2,Goal,oceania,bali|balu,2,6,2,6,Dyirbal,dyir1250,Dyirbal,-17.4516,145.544,pama1250,Pama-Nyungan,TRUE,TRUE
Dyirbal,D2,Place,oceania,balay,1,6,2,6,Dyirbal,dyir1250,Dyirbal,-17.4516,145.544,pama1250,Pama-Nyungan,TRUE,TRUE
Dyirbal,D2,Source,oceania,baŋum,3,6,2,6,Dyirbal,dyir1250,Dyirbal,-17.4516,145.544,pama1250,Pama-Nyungan,TRUE,TRUE
English,D1,Goal,europe,here,3,4,2,6,English,stan1293,English,53,-1,indo1319,Indo-European,TRUE,FALSE
English,D1,Place,europe,here,3,4,2,6,English,stan1293,English,53,-1,indo1319,Indo-European,TRUE,FALSE
English,D1,Source,europe,from here,1,4,2,6,English,stan1293,English,53,-1,indo1319,Indo-European,TRUE,FALSE
English,D2,Goal,europe,there,4,4,2,6,English,stan1293,English,53,-1,indo1319,Indo-European,TRUE,FALSE
English,D2,Place,europe,there,4,4,2,6,English,stan1293,English,53,-1,indo1319,Indo-European,TRUE,FALSE
English,D2,Source,europe,from there,2,4,2,6,English,stan1293,English,53,-1,indo1319,Indo-European,TRUE,FALSE
Estonian,D1,Goal,europe,siia,3,6,2,6,Estonian,esto1258,Estonian,58.55,25.82,ural1272,Uralic,TRUE,TRUE
Estonian,D1,Place,europe,siin,4,6,2,6,Estonian,esto1258,Estonian,58.55,25.82,ural1272,Uralic,TRUE,TRUE
Estonian,D1,Source,europe,siit,5,6,2,6,Estonian,esto1258,Estonian,58.55,25.82,ural1272,Uralic,TRUE,TRUE
Estonian,D2,Goal,europe,sinna,6,6,2,6,Estonian,esto1258,Estonian,58.55,25.82,ural1272,Uralic,TRUE,TRUE
Estonian,D2,Place,europe,seal,1,6,2,6,Estonian,esto1258,Estonian,58.55,25.82,ural1272,Uralic,TRUE,TRUE
Estonian,D2,Source,europe,sealt,2,6,2,6,Estonian,esto1258,Estonian,58.55,25.82,ural1272,Uralic,TRUE,TRUE
Evenki,D1,Goal,asia,edu|ele|eli|ertyki,2,6,2,6,Evenki,even1259,Evenki,61.972,94.689,tung1282,Tungusic,TRUE,TRUE
