ID,Name,Code,Category,NumEntries
52,Palyku,A55,sections,4
472,Parnkalla,L6,matri-moieties,2
472,Parnkalla,L6,matri-moieties,2
472,Parnkalla,L6,matri-moieties,2
861,Payungu,W23,sections,4
88,Pililuna,A89,sections,4
1136,Pindiini,A102,generational moieties,2
870,Pinikura,W34,sections,4
892,Pinjarup,W6,matri-moieties,2
892,Pinjarup,W6,matri-moieties,2
892,Pinjarup,W6,patri-semi-moieties,0
101,Pintupi,C10,generational moieties,2
101,Pintupi,C10,sections,4
101,Pintupi,C10,subsections,16
101,Pintupi,C10,sections,4
101,Pintupi,C10,subsections,16
101,Pintupi,C10,subsections,16
419,Pirladapa,L11,matri-moieties,2
447,Pirriya,L36,matri-moieties,2
447,Pirriya,L36,sections,8
142,Pitjantjatjara,C6,generational moieties,2
142,Pitjantjatjara,C6,generational moieties,2
142,Pitjantjatjara,C6,generational moieties,2
142,Pitjantjatjara,C6,generational moieties,2
350,Pitta Pitta,G6,matri-moieties,2
350,Pitta Pitta,G6,sections,4
350,Pitta Pitta,G6,sections,4
350,Pitta Pitta,G6,matri-moieties,2
350,Pitta Pitta,G6,sections,4
435,Punthamara,L26,matri-moieties,2
435,Punthamara,L26,sections,8
435,Punthamara,L26,underspecified sections,4
435,Punthamara,L26,matri-moieties,2
435,Punthamara,L26,matri-moieties,2
862,Purduna,W24,sections,4
51,Putijarra,A54,sections,4
51,Putijarra,A54,patri-moieties,2
51,Putijarra,A54,generational moieties,2
339,Rakaya,G4,matri-moieties,2
339,Rakaya,G4,sections,4
701,Rembarrnga,N73,subsections,16
701,Rembarrnga,N73,patri-moieties,2
701,Rembarrnga,N73,matri-moieties,2
701,Rembarrnga,N73,subsections,16
351,Ringu Ringu,G7,matri-moieties,2
351,Ringu Ringu,G7,sections,4
486,Ritharrngu,N104,patri-moieties,2
486,Ritharrngu,N104,subsections,16
924,Tagalaka,Y125,sections,4
924,Tagalaka,Y125,patri-moieties,2
924,Tagalaka,Y125,sections,4
736,Tanganekald,S11,patri-moieties,2
239,Taribelang,E33,matri-moieties,2
239,Taribelang,E33,sections,8
766,Taungurung,S37,matri-moieties,2
766,Taungurung,S37,patri-moieties,2
864,Thalanyji,W26,sections,4
153,Thangkaali,D14,matri-moieties,2
859,Tharrkari,W21,sections,4
863,Thiin,W25,sections,4
883,Thirrily,W46,sections,4
26,Tjupany,A31,sections,4
296,Turubul,E86,sections,8
296,Turubul,E86,sections,8
296,Turubul,E86,matri-moieties,2
296,Turubul,E86,matri-moieties,2
1069,Umbindhamu,Y50,patri-moieties,2
1063,Umpila,Y45,patri-moieties,2
364,Ungarinyin,K18,patri-moieties,2
