Language,Type,Modality,Relation,Word,Region
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D1,place,Source,ími'i,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D1,place,Source,íními'i,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D1,place,Goal,'ím,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D1,place,Goal,'iním,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D1,place,Goal,'ími'i,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D1,place,Goal,íními'i,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D2,place,Place,húm,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D2,place,Place,húmu'u,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D2,place,Source,húm,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D2,place,Source,hunúm,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D2,place,Goal,húm,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D2,place,Goal,hunúm,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D3,place,Place,'áma,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D3,place,Place,'áman,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D3,place,Place,'ámman,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D3,place,Source,áma,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D3,place,Source,áman,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D3,place,Source,ámman,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D3,place,Goal,áma,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D3,place,Goal,'áman,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D3,place,Goal,ámman,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D4,place,Place,hunáma,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D4,place,Place,hunáma'a,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D4,place,Place,hunámani,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D4,place,Place,hunáman,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D4,place,Source,hunáma,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D4,place,Source,hunáma'a,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D4,place,Source,hunámani,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D4,place,Source,hunáman,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D4,place,Goal,hunáma,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D4,place,Goal,hunáma'a,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D4,place,Goal,hunámani,americas
"[AM-47]  Yaqui (Uto-Aztecan, Cahitan)",D4,place,Goal,hunáman,americas
"Ch’ol, Tila (Mayan, Cholan-Tzeltalan) ",SI,SI,Place,baqui,americas
"Ch’ol, Tila (Mayan, Cholan-Tzeltalan) ",SI,SI,Source,baqui,americas
"Ch’ol, Tila (Mayan, Cholan-Tzeltalan) ",SI,SI,Goal,baqui,americas
"Ch’ol, Tila (Mayan, Cholan-Tzeltalan) ",D1,place,Place,wᴧ',americas
"Ch’ol, Tila (Mayan, Cholan-Tzeltalan) ",D1,place,Source,wᴧ',americas
"Ch’ol, Tila (Mayan, Cholan-Tzeltalan) ",D1,place,Goal,wᴧ',americas
"Ch’ol, Tila (Mayan, Cholan-Tzeltalan) ",D2,place,Place,ya',americas
"Ch’ol, Tila (Mayan, Cholan-Tzeltalan) ",D2,place,Source,ya',americas
"Ch’ol, Tila (Mayan, Cholan-Tzeltalan) ",D2,place,Goal,ya',americas
"[AM-44]  Trio (Cariban, Guianan)",SI,SI,Place,anpo,americas
"[AM-44]  Trio (Cariban, Guianan)",SI,SI,Source,ainje,americas
"[AM-44]  Trio (Cariban, Guianan)",SI,SI,Source,anje,americas
"[AM-44]  Trio (Cariban, Guianan)",SI,SI,Source,anpëe,americas
"[AM-44]  Trio (Cariban, Guianan)",SI,SI,Goal,aja,americas
"[AM-44]  Trio (Cariban, Guianan)",SI,SI,Goal,anpona,americas
"[AM-44]  Trio (Cariban, Guianan)",D1,place,Place,sarë,americas
"[AM-44]  Trio (Cariban, Guianan)",D1,place,Place,serëpo,americas
"[AM-44]  Trio (Cariban, Guianan)",D1,place,Place,senpo,americas
"[AM-44]  Trio (Cariban, Guianan)",D1,place,Source,serënpëpëe,americas
"[AM-44]  Trio (Cariban, Guianan)",D1,place,Source,senpëe,americas
"[AM-44]  Trio (Cariban, Guianan)",D1,place,Goal,sarë,americas
"[AM-44]  Trio (Cariban, Guianan)",D1,place,Goal,serëpona,americas
"[AM-44]  Trio (Cariban, Guianan)",D1,place,Goal,senpona,americas
"[AM-44]  Trio (Cariban, Guianan)",D2,place,Place,mërëpo,americas
"[AM-44]  Trio (Cariban, Guianan)",D2,place,Source,mërëpëe,americas
"[AM-44]  Trio (Cariban, Guianan)",D2,place,Goal,mïjarë,americas
"[AM-44]  Trio (Cariban, Guianan)",D2,place,Goal,mïjaja,americas
"[AM-44]  Trio (Cariban, Guianan)",D2,place,Goal,mërëpona,americas
"[AM-44]  Trio (Cariban, Guianan)",D3,place,Place,oonipo,americas
"[AM-44]  Trio (Cariban, Guianan)",D3,place,Source,oonipëe,americas
"[AM-44]  Trio (Cariban, Guianan)",D3,place,Goal,oonipona,americas
"[AM-44]  Trio (Cariban, Guianan)",D4,place,Place,irëpo,americas
"[AM-44]  Trio (Cariban, Guianan)",D4,place,Source,irëpëe,americas
"[AM-44]  Trio (Cariban, Guianan)",D4,place,Source,irënpëpëe,americas
"[AM-44]  Trio (Cariban, Guianan)",D4,place,Goal,irëpona,americas
"[AM-44]  Trio (Cariban, Guianan)",D5,place,Place,tëërë,americas
[AM-39]  Sahaptin (Yakima Ichishkíin) (Penutian) ,SI,SI,Place,minán,americas
[AM-39]  Sahaptin (Yakima Ichishkíin) (Penutian) ,SI,SI,Source,míník,americas
[AM-39]  Sahaptin (Yakima Ichishkíin) (Penutian) ,SI,SI,Goal,miin,americas
[AM-39]  Sahaptin (Yakima Ichishkíin) (Penutian) ,SI,SI,Goal,ímin,americas
[AM-39]  Sahaptin (Yakima Ichishkíin) (Penutian) ,D1,place,Place,íchna,americas
[AM-39]  Sahaptin (Yakima Ichishkíin) (Penutian) ,D1,place,Place,íchnak,americas
[AM-39]  Sahaptin (Yakima Ichishkíin) (Penutian) ,D1,place,Source,chínik,americas
[AM-39]  Sahaptin (Yakima Ichishkíin) (Penutian) ,D1,place,Goal,íchiini,americas
[AM-39]  Sahaptin (Yakima Ichishkíin) (Penutian) ,D1,place,Goal,íchin,americas
[AM-39]  Sahaptin (Yakima Ichishkíin) (Penutian) ,D2,place,Place,íkwna,americas
[AM-39]  Sahaptin (Yakima Ichishkíin) (Penutian) ,D2,place,Place,íkwnak,americas
[AM-39]  Sahaptin (Yakima Ichishkíin) (Penutian) ,D2,place,Place,kwnak,americas
[AM-39]  Sahaptin (Yakima Ichishkíin) (Penutian) ,D2,place,Source,kwínik,americas
[AM-39]  Sahaptin (Yakima Ichishkíin) (Penutian) ,D2,place,Goal,íkuuni,americas
[AM-39]  Sahaptin (Yakima Ichishkíin) (Penutian) ,D2,place,Goal,íkuunik,americas
[AM-39]  Sahaptin (Yakima Ichishkíin) (Penutian) ,D2,place,Goal,íkwin,americas
"[AM-37]  Popoluca, Highland (Mixe-Zoque) ",SI,SI,Place,ju̱t́,americas
"[AM-37]  Popoluca, Highland (Mixe-Zoque) ",SI,SI,Source,ju̱t́,americas
"[AM-37]  Popoluca, Highland (Mixe-Zoque) ",SI,SI,Goal,ju̱t́,americas
"[AM-37]  Popoluca, Highland (Mixe-Zoque) ",D1,place,Place,yiim,americas
"[AM-37]  Popoluca, Highland (Mixe-Zoque) ",D1,place,Source,de yiim,americas
"[AM-37]  Popoluca, Highland (Mixe-Zoque) ",D1,place,Goal,yiim,americas
"[AM-37]  Popoluca, Highland (Mixe-Zoque) ",D2,place,Place,jem,americas
"[AM-37]  Popoluca, Highland (Mixe-Zoque) ",D2,place,Source,de jem,americas
"[AM-37]  Popoluca, Highland (Mixe-Zoque) ",D2,place,Goal,jem,americas
"[AM-37]  Popoluca, Highland (Mixe-Zoque) ",D3,place,Place,jeexic,americas
"[AM-37]  Popoluca, Highland (Mixe-Zoque) ",D3,place,Goal,jeexic,americas
"[AM-48]  Yine (Arawakan, Purus)",SI,SI,Place,hinaka,americas
"[AM-48]  Yine (Arawakan, Purus)",SI,SI,Source,hinaka,americas
"[AM-48]  Yine (Arawakan, Purus)",SI,SI,Goal,hinaka,americas
"[AM-48]  Yine (Arawakan, Purus)",D1,place,Place,hewi,americas
"[AM-48]  Yine (Arawakan, Purus)",D1,place,Source,hewi,americas
"[AM-48]  Yine (Arawakan, Purus)",D1,place,Goal,hewi,americas
"[AM-48]  Yine (Arawakan, Purus)",D2,place,Place,wane,americas
"[AM-48]  Yine (Arawakan, Purus)",D2,place,Source,wane,americas
"[AM-48]  Yine (Arawakan, Purus)",D2,place,Goal,wane,americas
"[AM-48]  Yine (Arawakan, Purus)",D3,place,Place,hawla,americas
"[AM-14] Dakota (Siouan, Core Siouan)",SI,SI,Place,to’kiya,americas
"[AM-14] Dakota (Siouan, Core Siouan)",SI,SI,Place,tukten,americas
"[AM-14] Dakota (Siouan, Core Siouan)",SI,SI,Source,toʼkiyataŋhaŋ,americas
"[AM-14] Dakota (Siouan, Core Siouan)",SI,SI,Source,totaŋhaŋ,americas
"[AM-14] Dakota (Siouan, Core Siouan)",SI,SI,Goal,toʼkiya,americas
"[AM-14] Dakota (Siouan, Core Siouan)",D1,place,Place,den,americas
"[AM-14] Dakota (Siouan, Core Siouan)",D1,place,Place,deʼci,americas
"[AM-14] Dakota (Siouan, Core Siouan)",D1,place,Source,detaŋhaŋ,americas
"[AM-14] Dakota (Siouan, Core Siouan)",D1,place,Source,tokaŋ,americas
"[AM-14] Dakota (Siouan, Core Siouan)",D1,place,Goal,deʼciya,americas
"[AM-14] Dakota (Siouan, Core Siouan)",D1,place,Goal,a deʼciyataŋhaŋ,americas
"[AM-14] Dakota (Siouan, Core Siouan)",D2,place,Place,hen,americas
"[AM-14] Dakota (Siouan, Core Siouan)",D2,place,Place,heʼci,americas
"[AM-14] Dakota (Siouan, Core Siouan)",D2,place,Source,hetaŋhaŋ,americas
"[AM-14] Dakota (Siouan, Core Siouan)",D2,place,Goal,heʼciya,americas
"[AM-14] Dakota (Siouan, Core Siouan)",D2,place,Goal,heciyotaŋ,americas
"[AM-10] Comanche (Uto-Aztecan, Numic) ",SI,SI,Place,haku,americas
"[AM-10] Comanche (Uto-Aztecan, Numic) ",SI,SI,Source,hakaapu,americas
"[AM-10] Comanche (Uto-Aztecan, Numic) ",SI,SI,Source,hakanai,americas
"[AM-10] Comanche (Uto-Aztecan, Numic) ",SI,SI,Goal,hakaapu,americas
"[AM-10] Comanche (Uto-Aztecan, Numic) ",D1,place,Place,iki,americas
"[AM-10] Comanche (Uto-Aztecan, Numic) ",D1,place,Place,ikuhu,americas
"[AM-10] Comanche (Uto-Aztecan, Numic) ",D1,place,Source,inai,americas
"[AM-10] Comanche (Uto-Aztecan, Numic) ",D1,place,Source,manai,americas
"[AM-10] Comanche (Uto-Aztecan, Numic) ",D1,place,Goal,ikuhu,americas
"[AM-10] Comanche (Uto-Aztecan, Numic) ",D2,place,Place,oko,americas
"[AM-10] Comanche (Uto-Aztecan, Numic) ",D2,place,Place,okuho,americas
"[AM-10] Comanche (Uto-Aztecan, Numic) ",D2,place,Source,onai,americas
"[AM-10] Comanche (Uto-Aztecan, Numic) ",D2,place,Goal,okuho,americas
"[AM-10] Comanche (Uto-Aztecan, Numic) ",D3,place,Place,uku,americas
"[AM-10] Comanche (Uto-Aztecan, Numic) ",D3,place,Place,ukuhu,americas
"[AM-10] Comanche (Uto-Aztecan, Numic) ",D3,place,Goal,uku,americas
"[AM-10] Comanche (Uto-Aztecan, Numic) ",D3,place,Goal,ukuhu,americas
"[AM-46]  Wapishana (Arawakan, Northern Maipurean)",SI,SI,Place,naʔiam ɖiː,americas
"[AM-46]  Wapishana (Arawakan, Northern Maipurean)",SI,SI,Place,naʔiam,americas
"[AM-46]  Wapishana (Arawakan, Northern Maipurean)",SI,SI,Place,naʔiaʔuɽam,americas
"[AM-46]  Wapishana (Arawakan, Northern Maipurean)",SI,SI,Place,naʔiː ɖiː,americas
"[AM-46]  Wapishana (Arawakan, Northern Maipurean)",SI,SI,Source,naʔikim,americas
"[AM-46]  Wapishana (Arawakan, Northern Maipurean)",SI,SI,Goal,naʔitim,americas
"[AM-46]  Wapishana (Arawakan, Northern Maipurean)",D1,place,Place,ɖaʔaː,americas
"[AM-46]  Wapishana (Arawakan, Northern Maipurean)",D1,place,Source,ɖaʔaːiki,americas
"[AM-46]  Wapishana (Arawakan, Northern Maipurean)",D1,place,Source,ɖaʔaːik,americas
"[AM-46]  Wapishana (Arawakan, Northern Maipurean)",D1,place,Goal,ɖaʔaːʔatiː,americas
"[AM-46]  Wapishana (Arawakan, Northern Maipurean)",D2,place,Place,naʔiː,americas
"[AM-46]  Wapishana (Arawakan, Northern Maipurean)",D2,place,Source,ɖiik,americas
"[AM-46]  Wapishana (Arawakan, Northern Maipurean)",D2,place,Source,ɖiʔiki,americas
"[AM-46]  Wapishana (Arawakan, Northern Maipurean)",D2,place,Goal,ɖiʔiti,americas
"[AM-28]  Musqueam (Salishan, Central Salish)",SI,SI,Place,ʔəncə,americas
"[AM-28]  Musqueam (Salishan, Central Salish)",SI,SI,Place,ʔə́nəcə,americas
"[AM-28]  Musqueam (Salishan, Central Salish)",SI,SI,Place,xʷcél,americas
"[AM-28]  Musqueam (Salishan, Central Salish)",SI,SI,Source,təl̓ʔə́nəcə,americas
"[AM-28]  Musqueam (Salishan, Central Salish)",SI,SI,Goal,xʷəʔə́nəcə,americas
"[AM-28]  Musqueam (Salishan, Central Salish)",SI,SI,Goal,xʷcél,americas
"[AM-28]  Musqueam (Salishan, Central Salish)",D1,place,Place,teʔí,americas
"[AM-28]  Musqueam (Salishan, Central Salish)",D1,place,Place,ʔí,americas
"[AM-28]  Musqueam (Salishan, Central Salish)",D1,place,Source,[təlíʔ ʔə tən̓ə],americas
"[AM-28]  Musqueam (Salishan, Central Salish)",D1,place,Source,[təlíʔ  tən̓ə],americas
"[AM-28]  Musqueam (Salishan, Central Salish)",D1,place,Goal,ʔəm̓í,americas
"[AM-28]  Musqueam (Salishan, Central Salish)",D1,place,Goal,técəl,americas
"[AM-28]  Musqueam (Salishan, Central Salish)",D1,place,Goal,xʷəʔí,americas
"[AM-28]  Musqueam (Salishan, Central Salish)",D2,place,Place,təníʔ,americas
"[AM-28]  Musqueam (Salishan, Central Salish)",D2,place,Place,niʔ,americas
"[AM-28]  Musqueam (Salishan, Central Salish)",D2,place,Source,[təlíʔ ʔə tən̓ə],americas
"[AM-28]  Musqueam (Salishan, Central Salish)",D2,place,Source,[təlíʔ  tən̓ə],americas
"[AM-28]  Musqueam (Salishan, Central Salish)",D2,place,Goal,ném̓,americas
"[AM-28]  Musqueam (Salishan, Central Salish)",D2,place,Goal,tə́s,americas
"[AM-28]  Musqueam (Salishan, Central Salish)",D2,place,Goal,xʷəníʔ,americas
"[AM-28]  Musqueam (Salishan, Central Salish)",D3,place,Place,tənáˑnə,americas
"[AM-28]  Musqueam (Salishan, Central Salish)",D3,place,Source,[təlíʔ ʔə tən̓ə],americas
"[AM-28]  Musqueam (Salishan, Central Salish)",D3,place,Source,[təlíʔ  tən̓ə],americas
"[AM-28]  Musqueam (Salishan, Central Salish)",D3,place,Goal,x̌ʷtéʔ,americas
"[AM-28]  Musqueam (Salishan, Central Salish)",D4,place,Place,k̓ʷənánə,americas
"[AM-28]  Musqueam (Salishan, Central Salish)",D4,place,Source,[təlíʔ ʔə k̓ʷən̓a],americas
"[AM-28]  Musqueam (Salishan, Central Salish)",D4,place,Source,[təlíʔ  k̓ʷən̓a],americas
"[AM-30] Nahuatl, Guerrero (Uto-Aztecan, Aztec) ",SI,SI,Place,canon,americas
"[AM-30] Nahuatl, Guerrero (Uto-Aztecan, Aztec) ",SI,SI,Source,canon,americas
"[AM-30] Nahuatl, Guerrero (Uto-Aztecan, Aztec) ",SI,SI,Goal,canon,americas
"[AM-30] Nahuatl, Guerrero (Uto-Aztecan, Aztec) ",D1,place,Place,nican,americas
"[AM-30] Nahuatl, Guerrero (Uto-Aztecan, Aztec) ",D1,place,Source,nican,americas
"[AM-30] Nahuatl, Guerrero (Uto-Aztecan, Aztec) ",D1,place,Goal,nican,americas
"[AM-30] Nahuatl, Guerrero (Uto-Aztecan, Aztec) ",D2,place,Place,ompa,americas
"[AM-30] Nahuatl, Guerrero (Uto-Aztecan, Aztec) ",D2,place,Source,ompa,americas
"[AM-30] Nahuatl, Guerrero (Uto-Aztecan, Aztec) ",D2,place,Goal,ompa,americas
"[AM-17]  Hualapai (Cochimi-Yuman, Yuman) ",SI,SI,Place,ge,americas
"[AM-17]  Hualapai (Cochimi-Yuman, Yuman) ",SI,SI,Source,ge,americas
"[AM-17]  Hualapai (Cochimi-Yuman, Yuman) ",SI,SI,Source,nyige,americas
"[AM-17]  Hualapai (Cochimi-Yuman, Yuman) ",SI,SI,Goal,ge,americas
"[AM-17]  Hualapai (Cochimi-Yuman, Yuman) ",D1,place,Place,va,americas
"[AM-17]  Hualapai (Cochimi-Yuman, Yuman) ",D1,place,Place,ve,americas
"[AM-17]  Hualapai (Cochimi-Yuman, Yuman) ",D1,place,Source,vam,americas
"[AM-17]  Hualapai (Cochimi-Yuman, Yuman) ",D1,place,Goal,vak,americas
"[AM-17]  Hualapai (Cochimi-Yuman, Yuman) ",D2,place,Place,nyu,americas
"[AM-17]  Hualapai (Cochimi-Yuman, Yuman) ",D2,place,Source,num,americas
"[AM-17]  Hualapai (Cochimi-Yuman, Yuman) ",D2,place,Goal,nyuk,americas
"[AM-17]  Hualapai (Cochimi-Yuman, Yuman) ",D3,place,Place,ha,americas
"[AM-17]  Hualapai (Cochimi-Yuman, Yuman) ",D3,place,Place,he,americas
"[AM-17]  Hualapai (Cochimi-Yuman, Yuman) ",D3,place,Source,ham,americas
"[AM-17]  Hualapai (Cochimi-Yuman, Yuman) ",D3,place,Goal,hák,americas
"[AM-17]  Hualapai (Cochimi-Yuman, Yuman) ",D3,place,Goal,nyihák,americas
"[AM-17]  Hualapai (Cochimi-Yuman, Yuman) ",D4,place,Place,ya,americas
"[AM-17]  Hualapai (Cochimi-Yuman, Yuman) ",D4,place,Place,ye,americas
"[AM-17]  Hualapai (Cochimi-Yuman, Yuman) ",D4,place,Source,yam,americas
"[AM-17]  Hualapai (Cochimi-Yuman, Yuman) ",D4,place,Goal,yak,americas
"[AM-17]  Hualapai (Cochimi-Yuman, Yuman) ",D5,place,Place,wa,americas
"[AM-17]  Hualapai (Cochimi-Yuman, Yuman) ",D5,place,Place,we,americas
"[AM-17]  Hualapai (Cochimi-Yuman, Yuman) ",D5,place,Goal,wak,americas
"[AM-17]  Hualapai (Cochimi-Yuman, Yuman) ",D6,place,Place,tha,americas
"[AM-17]  Hualapai (Cochimi-Yuman, Yuman) ",D6,place,Place,the,americas
"[AM-17]  Hualapai (Cochimi-Yuman, Yuman) ",D6,place,Source,thám,americas
"[AM-17]  Hualapai (Cochimi-Yuman, Yuman) ",D6,place,Goal,thak,americas
"[AM-17]  Hualapai (Cochimi-Yuman, Yuman) ",D6,place,Goal,nyithak,americas
[AM-50]  Yuracaré (Yuracaré) ,SI,SI,Place,amati,americas
[AM-50]  Yuracaré (Yuracaré) ,SI,SI,Place,amti,americas
[AM-50]  Yuracaré (Yuracaré) ,SI,SI,Source,amajsha,americas
[AM-50]  Yuracaré (Yuracaré) ,SI,SI,Goal,amchi,americas
[AM-50]  Yuracaré (Yuracaré) ,D1,place,Place,ani,americas
[AM-50]  Yuracaré (Yuracaré) ,D1,place,Source,anajsha,americas
[AM-50]  Yuracaré (Yuracaré) ,D1,place,Goal,ani,americas
[AM-50]  Yuracaré (Yuracaré) ,D1,place,Goal,anchi,americas
[AM-50]  Yuracaré (Yuracaré) ,D2,place,Place,ati,americas
[AM-50]  Yuracaré (Yuracaré) ,D2,place,Source,atijsha,americas
[AM-50]  Yuracaré (Yuracaré) ,D2,place,Goal,atchi,americas
[AM-50]  Yuracaré (Yuracaré) ,D3,place,Place,nay,americas
[AM-50]  Yuracaré (Yuracaré) ,D3,place,Source,najsha,americas
[AM-50]  Yuracaré (Yuracaré) ,D3,place,Goal,nachi,americas
"[AM-23]  Kuna, Border (Chibchan, Core Chibchan)",SI,SI,Place,pia,americas
"[AM-23]  Kuna, Border (Chibchan, Core Chibchan)",SI,SI,Source,pia akar,americas
"[AM-23]  Kuna, Border (Chibchan, Core Chibchan)",SI,SI,Goal,pia,americas
"[AM-23]  Kuna, Border (Chibchan, Core Chibchan)",SI,SI,Goal,piaje,americas
"[AM-23]  Kuna, Border (Chibchan, Core Chibchan)",D1,place,Place,itigin,americas
"[AM-23]  Kuna, Border (Chibchan, Core Chibchan)",D1,place,Place,itibal,americas
"[AM-23]  Kuna, Border (Chibchan, Core Chibchan)",D1,place,Source,itiakar,americas
"[AM-23]  Kuna, Border (Chibchan, Core Chibchan)",D1,place,Goal,itigin,americas
"[AM-23]  Kuna, Border (Chibchan, Core Chibchan)",D1,place,Goal,itibal,americas
"[AM-23]  Kuna, Border (Chibchan, Core Chibchan)",D2,place,Place,wegin,americas
"[AM-23]  Kuna, Border (Chibchan, Core Chibchan)",D2,place,Place,webal,americas
"[AM-23]  Kuna, Border (Chibchan, Core Chibchan)",D2,place,Source,weakar,americas
"[AM-23]  Kuna, Border (Chibchan, Core Chibchan)",D2,place,Goal,wegin,americas
"[AM-23]  Kuna, Border (Chibchan, Core Chibchan)",D2,place,Goal,webal,americas
"[AM-23]  Kuna, Border (Chibchan, Core Chibchan)",D3,place,Place,agin,americas
"[AM-23]  Kuna, Border (Chibchan, Core Chibchan)",D3,place,Place,agal,americas
"[AM-23]  Kuna, Border (Chibchan, Core Chibchan)",D3,place,Source,aakar,americas
"[AM-23]  Kuna, Border (Chibchan, Core Chibchan)",D3,place,Goal,agin,americas
"[AM-23]  Kuna, Border (Chibchan, Core Chibchan)",D3,place,Goal,agal,americas
"[AM-23]  Kuna, Border (Chibchan, Core Chibchan)",D4,place,Place,tegin,americas
"[AM-23]  Kuna, Border (Chibchan, Core Chibchan)",D4,place,Place,tenal,americas
"[AM-23]  Kuna, Border (Chibchan, Core Chibchan)",D4,place,Source,teakar,americas
"[AM-23]  Kuna, Border (Chibchan, Core Chibchan)",D4,place,Goal,tegin,americas
"[AM-23]  Kuna, Border (Chibchan, Core Chibchan)",D4,place,Goal,tenal,americas
"[AM-45]  Tzotzil, Zinacantán (Mayan, Cholan-Tzeltalan)",SI,SI,Place,bu,americas
"[AM-45]  Tzotzil, Zinacantán (Mayan, Cholan-Tzeltalan)",SI,SI,Source,bu,americas
"[AM-45]  Tzotzil, Zinacantán (Mayan, Cholan-Tzeltalan)",SI,SI,Goal,bu,americas
"[AM-45]  Tzotzil, Zinacantán (Mayan, Cholan-Tzeltalan)",D1,place,Place,li‘,americas
"[AM-45]  Tzotzil, Zinacantán (Mayan, Cholan-Tzeltalan)",D1,place,Source,li’,americas
"[AM-45]  Tzotzil, Zinacantán (Mayan, Cholan-Tzeltalan)",D1,place,Goal,li’,americas
"[AM-45]  Tzotzil, Zinacantán (Mayan, Cholan-Tzeltalan)",D2,place,Place,tey,americas
"[AM-45]  Tzotzil, Zinacantán (Mayan, Cholan-Tzeltalan)",D2,place,Place,te,americas
"[AM-45]  Tzotzil, Zinacantán (Mayan, Cholan-Tzeltalan)",D2,place,Source,tey,americas
"[AM-45]  Tzotzil, Zinacantán (Mayan, Cholan-Tzeltalan)",D2,place,Source,te,americas
"[AM-45]  Tzotzil, Zinacantán (Mayan, Cholan-Tzeltalan)",D2,place,Goal,tey,americas
"[AM-45]  Tzotzil, Zinacantán (Mayan, Cholan-Tzeltalan)",D2,place,Goal,te,americas
"[AM-45]  Tzotzil, Zinacantán (Mayan, Cholan-Tzeltalan)",D3,place,Place,le',americas
"[AM-45]  Tzotzil, Zinacantán (Mayan, Cholan-Tzeltalan)",D3,place,Source,le’,americas
"[AM-45]  Tzotzil, Zinacantán (Mayan, Cholan-Tzeltalan)",D3,place,Goal,le’,americas
"[AM-34]  Otomí, Sierra (Oto-Manguean, Otomian)",SI,SI,Place,hapu,americas
"[AM-34]  Otomí, Sierra (Oto-Manguean, Otomian)",SI,SI,Source,hapu,americas
"[AM-34]  Otomí, Sierra (Oto-Manguean, Otomian)",SI,SI,Goal,hapu,americas
"[AM-34]  Otomí, Sierra (Oto-Manguean, Otomian)",D1,place,Place,ua ja,americas
"[AM-34]  Otomí, Sierra (Oto-Manguean, Otomian)",D1,place,Place,ua,americas
"[AM-34]  Otomí, Sierra (Oto-Manguean, Otomian)",D1,place,Place,gua,americas
"[AM-34]  Otomí, Sierra (Oto-Manguean, Otomian)",D1,place,Place,cua,americas
"[AM-34]  Otomí, Sierra (Oto-Manguean, Otomian)",D1,place,Source,ua ja,americas
"[AM-34]  Otomí, Sierra (Oto-Manguean, Otomian)",D1,place,Source,ua,americas
"[AM-34]  Otomí, Sierra (Oto-Manguean, Otomian)",D1,place,Source,gua,americas
"[AM-34]  Otomí, Sierra (Oto-Manguean, Otomian)",D1,place,Source,cua,americas
"[AM-34]  Otomí, Sierra (Oto-Manguean, Otomian)",D1,place,Goal,ua ja,americas
"[AM-34]  Otomí, Sierra (Oto-Manguean, Otomian)",D1,place,Goal,ua,americas
"[AM-34]  Otomí, Sierra (Oto-Manguean, Otomian)",D1,place,Goal,gua,americas
"[AM-34]  Otomí, Sierra (Oto-Manguean, Otomian)",D1,place,Goal,cua,americas
"[AM-34]  Otomí, Sierra (Oto-Manguean, Otomian)",D2,place,Place,nu ja,americas
"[AM-34]  Otomí, Sierra (Oto-Manguean, Otomian)",D2,place,Place,nu,americas
"[AM-34]  Otomí, Sierra (Oto-Manguean, Otomian)",D2,place,Place,yu,americas
"[AM-34]  Otomí, Sierra (Oto-Manguean, Otomian)",D2,place,Source,nu ja,americas
"[AM-34]  Otomí, Sierra (Oto-Manguean, Otomian)",D2,place,Source,nu,americas
"[AM-34]  Otomí, Sierra (Oto-Manguean, Otomian)",D2,place,Source,yu,americas
"[AM-34]  Otomí, Sierra (Oto-Manguean, Otomian)",D2,place,Goal,nu ja,americas
"[AM-34]  Otomí, Sierra (Oto-Manguean, Otomian)",D2,place,Goal,nu,americas
"[AM-34]  Otomí, Sierra (Oto-Manguean, Otomian)",D2,place,Goal,yu,americas
"[AM-34]  Otomí, Sierra (Oto-Manguean, Otomian)",D3,place,Place,bu ja,americas
"[AM-34]  Otomí, Sierra (Oto-Manguean, Otomian)",D3,place,Place,bu,americas
"[AM-34]  Otomí, Sierra (Oto-Manguean, Otomian)",D3,place,Place,pu,americas
"[AM-34]  Otomí, Sierra (Oto-Manguean, Otomian)",D3,place,Source,bu ja,americas
"[AM-34]  Otomí, Sierra (Oto-Manguean, Otomian)",D3,place,Source,bu,americas
"[AM-34]  Otomí, Sierra (Oto-Manguean, Otomian)",D3,place,Source,pu,americas
"[AM-34]  Otomí, Sierra (Oto-Manguean, Otomian)",D3,place,Goal,bu ja,americas
